Authors,Title,Year,Source.Title,Volume,Issue,Start.Page,End.Page,Article.Number,Abstract,DOI
"Zippay, ML; Hofmann, GE",EFFECT OF pH ON GENE EXPRESSION AND THERMAL TOLERANCE OF EARLY LIFE HISTORY STAGES OF RED ABALONE (HALIOTIS RUFESCENS),2010,JOURNAL OF SHELLFISH RESEARCH,29,2,429,439,,"A growing body of research on calcifying marine invertebrates suggests that ocean acidification will have deleterious effects on development and various physiological processes in these organisms. In laboratory experiments designed to mimic seawater chemistry in future oceans, we examined the effect of pH reduction, driven by the carbon dioxide (CO2) acidification of seawater, on larvae of the red abalone, Haliotis rufescens. Following development under CO2-acidified conditions, we measured 2 indicators of physiological response to low pH in 4 stages of larval development: (1) tolerance of acute thermal challenges and (2) quantitative real-time polymerase chain reaction-determined expression of 2 genes involved in shell formation (engrailed and ap24). The results showed that low pH (pH 7.87 vs. pH 8.05 for control treatments) had a significant effect and decreased larval thermal tolerance for some developmental stages (pretorsion and late veliger), but not for others (posttorsion and premetamorphic veligers). In contrast to the thermal tolerance data, decreased pH did not affect the expression pattern of the 2 shell formation genes in any of the abalone larval stages. The results indicate larval stages were differentially sensitive to low pH conditions and this variability may play into the resilience of individual species to withstand environmental change in the longer term.",10.2983/035.029.0220
"Qin, YP; Liao, QL; Shi, GPY; Yang, Y; Zhou, YY; Li, J; Ma, HT; Zhang, YH; Yu, ZN","Comparison of growth, survival and fertility of the southern and northern populations of Crassostrea ariakensis and their hybrids in southern China",2022,AQUACULTURE,549,,,,737744,"Crassostrea ariakensis is widely distributed in the estuaries of China and has the advantages of wide salinity adaptation and strong resistance, but the artificial aquaculture of C. ariakensis is mainly concentrated in southern China. Long-term geographical isolation resulted in genetic variation between the northern and southern C. ariakensis populations. In this study, the reproductive isolation between two independent population of C. ariakensis was evaluated by hybridization. Results showed that the fertilization rate, cleavage rate and D Larval rate of interpopulation hybrids (NS-northern male x southern female and SN- southern male x northern female) were significantly lower than those of intrapopulation inbreed groups (SS and NN). Moreover, southern maternal larvae (SS and NS) have significant survival advantages. The growth trend between the two sites was very different in early stage (from 90th to 210th day), but it was consistent in late stage (from 210th to 480th day), with a significant decreasing trend of SS > NS > SN > NN. The survival rates of SN and NS was significantly higher than that of NN, indicating that the high temperature tolerance and stress resistance of hybrids were improved. The positive maternal effect advantages (MEAs) at most time points of both sites demonstrated that parental origin, especially the maternal origin, had a significant effect on the survival and growth of progeny. Hybrid advantages (HAs) for growth of both sites were opposite, and positive HAs of survival accounted for most of both sites, indicating that environmental conditions and survival could significantly affect the growth, and interpopulation hybrids did not necessarily always show positive HAs. Moreover, the maternal origin would affect the shell shape and shell hardness, resulted in NS similar to SS and SN similar to NN, respectively. Additionally, all interpopulation hybrids could produce mature gametes. These results confirmed that there was no serious reproductive isolation between the two populations. The southern maternal groups, especially SS, had better growth and survival advantages, could be used as good new strains for large-scale breeding in southern China, and also provided basic data for the commercial promotion of C. ariakensis in southern China.",10.1016/j.aquaculture.2021.737744
"Siqueiros-Beltrones, D; Argumedo-Hernández, U; Velez-Arellano, N; Garcia-Dominguez, FA",Diatom species diversity in the diet of healthy and sick specimens of adult Haliotis fulgens and Haliotis corrugata,2015,REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA,50,2,271,281,,"Diatom species diversity in the natural diet of healthy adult green abalone (Haliotis fulgens) and pink abalone (H. corrugata) from NW Mexico was analyzed and, referenced with values of condition index and hepato-gonadic index, used respectively as indicators of the health and reproductive season for the abalone. Likewise observations were done in abalone specimens affected with withering syndrome (WS). Our hypotheses stated that: a) the diatom assemblages represented in the gut contents of H. fulgens vs. H. corrugata would show a typical structure with few abundant taxa and many rare or uncommon species; b) no difference would be found between the structure of diatom assemblages in the gut contents of H. fulgens and H. corrugata; and c) diatom assemblages in abalone specimens with WS would be similar to those of healthy specimens. To test our hypotheses we examined healthy abalones collected from February 2102 to February 2013, and specimens with WS collected from March to May 2012. All specimens were measured and weighted and their condition and hepato-gonadic indices calculated. To analyze the diatom species diversity in gut contents of the abalone, specimens from 7 sampling dates from March to September 2012, were dissected. The diatom samples were described using species relative abundances, diversity indices and similarity between samples. For this period 19 diatom taxa comprised 80% of the relative abundances; the most abundant were Cocconeis scutellum, Gomphonemopsis pseudexigua, Grammatophora gibberula, Bacillaria socialis and Striatella unipunctata. High diversity values were estimated for diatom samples in all abalone specimens. Similarity and diversity values indicate that throughout this period both abalone species fed on the same diatom assemblages available in situ. Likewise, diatom samples in the guts of specimens affected by WS represented diatom assemblages similar to those of healthy specimens. No evidence was thus at hand for rejecting our hypotheses.",10.4067/S0718-19572015000300006
"Jónasson, J; Stefansson, SE; Gudnason, A; Steinarsson, A",Genetic variation for survival and shell length of cultured red abalone (Haliotis rufescens) in Iceland,1999,JOURNAL OF SHELLFISH RESEARCH,18,2,621,625,,"A research program was started in 1996 to study genetic variation in survival and size of imported red abalone cultured in Iceland. A total of 100 families was produced from a hierarchical mating design using 29 males and 88 females. Larvae from each family were settled and grown in separate ranks until tagged at the age of 10 months, at which time individuals from all families were reared in one common environment, but at two farms, until the age of 24 months. After tagging, the abalone were fed with the macro algae species Palmaria palmata and Laminaria digitata. The mean survival rate of the population was estimated at 9.6% at the age of 4 months, with large variation among families where the highest survival was 31.5% but the lowest 0.02%. The average shell length at the age of 8, 10, 18, and 24 months old was 13.10, 15.88, 34.99, and 50.90 mm, respectively. Heritability for survival at 4 months of age was estimated to 0.11 (0.33 on the liability scale) and for shell length at the age of 8, 10, 18, and 24 months to 0.08, 0.06, 0.27, and 0.34, respectively. A low, but negative, genetic correlation between the survival rate to 4 months and shell length was observed. Genotype by environment interaction was negligible after rearing individuals from the same families in two different farms for 14 months. Based on the heritability estimates observed, it was concluded, that, theoretically, it is possible to double the growth rate of cultured red abalone in just four generations by selection at the end of 2 years of rearing.",
"Steinarsson, A; Imsland, AK",Size dependent variation in optimum growth temperature of red abalone (Haliotis rufescens),2003,AQUACULTURE,224,1-Apr,353,362,,"Six size groups of red abalone Haliotis rufescens (geometric mean shell lengths: 21, 25, 33, 66, 81 and 98 mm) were reared on a macroalgal diet for 4 months at seven different temperatures between 11 and 22 degreesC. The results demonstrate that red abalone exhibit size dependent variation in growth potential and temperature optimum for growth. The maximum growth rate was found to have a skewed, third degree polynomial relationship with shell length, reaching a maximum of 111 mum day(-1) at 38 mm shell length. The temperature optimum for growth was found to have a symmetrical, concave relationship with shell length from 16 mm to maturity, reaching a peak of 17.8 degreesC at 44 torn shell length. The minimum grow-out time from spat to market size on an optimum temperature regime was predicted less than 2 years. The results from the present study could contribute to an increase in the potential yield from landbased abalone farming. (C) 2003 Elsevier Science B.V All rights reserved.",10.1016/S0044-8486(03)00241-2
"Neori, A; Ragg, NLC; Shpigel, M","The integrated culture of seaweed, abalone, fish and clams in modular intensive land-based systems: II. Performance and nitrogen partitioning within an abalone (Haliotis tuberculata) and macroalgae culture system",1998,AQUACULTURAL ENGINEERING,17,4,215,239,,"A pilot-scale system for the intensive land-based culture of abalone was established using an integrated design aimed at eliminating the dependence on external food sources, whilst reducing water requirements and nutrient discharge levels. The system was the first and simplest trial in a series of progressive complexity of the concept of integrated culture of seaweed, abalone, fish and clams in modular and intensive land-based facilities. Relative sizes of the modules, their stocking densities and the rate of nutrient supply were determined based on earlier results to be optimal. Effluents from two abalone (Haliotis tuberculata) culture tanks drained into macroalgae (Ulva lactuca or Gracilaria conferta) culture and biofilter tanks, where nitrogenous waste products contributed to the nutrition of the algae; net algal production from each algal tank was harvested and used to provide a mixed diet for the abalone. Excess algal yield was used elsewhere. The system was monitored to assess productivity and nitrogen partitioning over a year, while improvements were made based on the accumulating results. Total annual N-budgets were combined with mean production figures to determine a suitable ratio of abalone biomass to algal culture vessel productivity, towards commercial application of the concept. The abalone grew on average 0.26% and 0.25% body weight/d in the two culture tanks; reduced growth and increased food conversion ratios (food eaten/biomass gain; w/w) were associated with high summer water temperatures (max. 26.9 degrees C). U. lactuca showed reliable growth and filtration performance (mean production of 230 g fresh weight/m(2)/d, removing on average 58% of nitrogen supplied). Conversely, G. conferta growth was highly erratic and was deemed unsuitable for the current application. It is estimated that 1 kg of abalone biomass would require food supplied by 0.3 m(2) of U. lactuca culture, reducing N inputs required by 20% and N in effluent by 34% when compared to the two organisms grown in monoculture. (C) 1998 Elsevier Science B.V. All rights reserved.",10.1016/S0144-8609(98)00017-X
"Kiyomoto, S; Murakami, K; Kimura, R; Niwa, K; Usuki, H",Influence of food availability on gonad volumes in abalone Haliotis gigantea,2016,NIPPON SUISAN GAKKAISHI,82,3,315,320,,"In recent years, algal beds around warm-water coasts of Japan have been disappearing, possibly affecting the reproductive condition of abalone that feed on macroalgae. To understand the influence of food availability on the reproductive condition of the abalone Haliotis gigantea, we conducted a rearing experiment using four levels of food supply from starvation to saturation, and calculated the gonad and digestive gland volumes by treating them as an elliptical cone and elliptical frusta. Gonad volumes were highest in October, with higher values at higher food rations. Digestive gland volumes and foot wet-weight decreased from the start of the experiment in June until November, and then increased, corresponding to food supply levels. Because gonad volumes increased and spawning was confirmed even under starvation conditions, we believe that H. gigantea can reach reproductive maturity using only nutrient reserves.",10.2331/suisan.15-00020
"Plagányi, EE; Ellis, N; Blamey, LK; Morello, EB; Norman-Lopez, A; Robinson, W; Sporcic, M; Sweatman, H",Ecosystem modelling provides clues to understanding ecological tipping points,2014,MARINE ECOLOGY PROGRESS SERIES,512,,99,113,,"Ecological thresholds, associated with abrupt changes in the state and organisation of ecosystems, challenge both scientists and managers. Adaptive response to such changes, and planning for their occurrence, requires an understanding of the underlying drivers and system responses as well as appropriate monitoring. In addition to field studies, modelling can advance our ability to anticipate or deal with such major ecosystem shifts. Here, we used an existing multi species model with smooth continuous functions that were modified to include thresholds representing 3 alternative scenarios of predator responses when prey numbers drop below a critical threshold: (I) no threshold-like response; (II) an abrupt decrease in breeding success by 90%, and (III) an abrupt halving of adult survival. Second, we analysed field observations from 3 independent marine case studies (abalone, starfish, penguins) for evidence of abrupt non-linear responses of predators to changes in abundance of principal prey. Third, we compared the model output with empirical results and tested (using both a statistical method and by fitting multispecies models) the 3 alternative response scenarios. With this approach, we found evidence for nonlinear changes in population parameters (such as survival rate) of predators as prey numbers declined below critical thresholds. As an example of the potential for this approach to inform management, we found that abundances of a range of marine predators become more variable as prey numbers decline, which may be a useful indicator that a system is approaching a tipping point.",10.3354/meps10909
"Muñoz, P; Ambler, R; Bulboa, C","Settlement, Survival, and Post-Larval Growth of Red Abalone, Haliotis rufescens, on Polycarbonate Plates Treated with Germlings of Ulva sp.",2012,JOURNAL OF THE WORLD AQUACULTURE SOCIETY,43,6,890,895,,"The adequate development of the first stages of the red abalone, Haliotis rufescens, is an important step for the successful commercial cultivation of this species. The companies cultivating H. rufescens in Chile utilize plastic plates, colonized by a mixture of diatoms, as settlement substrate and food for larvae, but with poor results on abalone survival and growth. Here, we report the utilization of recruitment plates conditioned with Ulva sp. germlings, in order to evaluate larval settlement, survival and growth rate of H. rufescens postlarvae. The results were compared with traditional methods as control. Settlement was lower with Ulva sp. (52 +/- 3%) than the control treatment (86 +/- 2%). However, at Day 15, the post-larval survival in the control group was lower than the Ulva sp. treatment, reaching 59 +/- 18% and 77 +/- 8%, respectively. Survival decreased on Day 30 in both treatments. The specific growth rate of the postlarvae was higher in plates conditioned with Ulva sp. (1.9 +/- 0.1% growth/d), than control plates (0.8 +/- 0.1% growth/d). Our results support the use of germlings of Ulva sp. on plastic plates as a good option for the cultivation of the first stage of development of the red abalone, improving the post-larval growth rate, with a positive impact on commercial farms.",10.1111/j.1749-7345.2012.00615.x
"ROUBAL, FR",STUDIES ON MONOGENEANS AND COPEPODS PARASITIZING THE GILLS OF A SPARID (ACANTHOPAGRUS-AUSTRALIS (GUNTHER)) IN NORTHERN NEW-SOUTH-WALES,1986,CANADIAN JOURNAL OF ZOOLOGY,64,4,841,849,,"Degree of host tissue response to monogenean (Lamellodiscus acanthopagri, L. major, L. squamosus, Haliotrema spariensis, Polylabroides multispinosus) and copepod (Ergasilus sp. Lernanthropus atrox, Alella macrotrachelus) parasites on the gills of Acanthopagrus australis varied with developmental stage and among species. The histophagous ancyrocephalines L. acanthopagri and L. squamosus and the sanguinivorous polyopisthocotylean P. multispinosus elicited no host response. In contrast, phylogenetic relatives of the former two species, L. major and H. spariensis, were associated with extensive hyperplasia of the filament. Among the copepods, Ergasilus sp. elicited a minor response. However, larval, subadult, and adult A. macrotrachelus were associated with increasing extents of filament alteration. Similarly, adult L. atrox were associated with massive hyperplasia which often included adjacent filaments. The observed variability in tissue response is discussed in terms of parasite attachment, mobility, and feeding strategies.",10.1139/z86-126
"Herath, HMLPB; Elvitigala, DAS; Godahewa, GI; Whang, I; Lee, J",Molecular insights into a molluscan transferrin homolog identified from disk abalone (Haliotis discus discus) evidencing its detectable role in host antibacterial defense,2015,DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY,53,1,222,233,,"The basic function of transferrin is to bind iron (III) ions in the medium and to deliver them to the locations where they are required for metabolic processes. It also takes part in the host immune defense mainly via its ability to bind to iron (III) ions. Hence, transferrin is also identified as an important acute-phase protein in host immunity. Abalones are major shellfish aquaculture crops that are susceptible to a range of marine microbial infections. Since transferrin is known to be a major player in innate immunity, in the present study we sought to identify, and molecularly and functionally characterize a transferrin-like gene from disk abalone (Haliotis discus discus) named as AbTrf. AbTrf consisted of a 2187-bp open reading frame (ORF) which encodes a 728 amino acid (aa) protein. The putative amino acid sequence of AbTrf harbored N- and C-terminal transferrin-like domains, active sites for iron binding, and conserved cysteine residues. A constitutive tissue specific AbTrf expression pattern was detected by qPCR in abalones where mantle and muscle showed high AbTrf expression levels. Three immune challenge experiments were conducted using Vibrio parahaemolyticus, Listeria monocytogenes and LPS as stimuli and, subsequently, AbTrf mRNA expression levels were quantified in gill and hemocytes in a time-course manner. The mRNA expression was greatly induced in both tissues in response to both challenges. Evidencing the functional property of transferrins, recombinant AbTrf N-terminal domain (AbTrf-N) showed dose-dependent iron (III) binding activity detected by chrome azurol S (CAS) assay system. Moreover, recombinant AbTrf-N could significantly inhibit the growth of iron-dependent bacterium, Escherichia coli in a dose-dependent manner. However, AbTrf-N was unable to show any detectable bacteriostatic activity against iron-independent bacterium Lactobacillus plantarum (L. plantarum) even at its highest concentration. Collectively, our results suggest that AbTrf might play a significant role in the host innate immunity, possibly by withholding iron from pathogens. (C) 2015 Elsevier Ltd. All rights reserved.",10.1016/j.dci.2015.07.013
"Neori, A; Chopin, T; Troell, M; Buschmann, AH; Kraemer, GP; Halling, C; Shpigel, M; Yarish, C","Integrated aquaculture: rationale, evolution and state of the art emphasizing seaweed biofiltration in modem mariculture",2004,AQUACULTURE,231,1-Apr,361,391,,"Rising global demand for seafood and declining catches have resulted in the volume of mariculture doubling each decade, a growth expected by the FAO to persist in the decades to come. This growth should use technologies with economical and environmental sustainability. Feed accounts for about half the cost in current high-volume fed mono-species aquaculture, mainly fish net pens or shrimp/fish ponds, yet most of this feed becomes waste. The resulting environmental impact and rising feed costs therefore hamper further growth of such farms. As in certain traditional polyculture schemes, plants can drastically reduce feed use and environmental impact of industrialized mariculture and at the same time add to its income. These nutrient-assimilating photoautotrophic plants use solar energy to turn nutrient-rich effluents into profitable resources. Plants counteract the environmental effects of the heterotrophic fed fish and shrimp and restore waterquality. Today's integrated intensive aquaculture approaches, developed from traditional extensive polyculture, integrate the culture of fish or shrimp with vegetables, microalgae, shellfish and/or seaweeds. Integrated mariculture can take place in coastal waters or in ponds and can be highly intensified. Today's technologies are well studied and documented. They are generic, modular and adaptable for several culture combinations of fish, shrimp, shellfish, abalone, sea urchin and several species of commercially important seaweeds and vegetables. A I-ha land-based integrated seabream-shellfish-seaweed farm can produce 25 tons of fish, 50 tons of bivalves and 30 tons fresh weight of seaweeds annually. Another farm model can produce in I ha 55 tons of seabream or 92 tons of salmon, with 385 or 500 fresh weight of seaweed, respectively, without pollution. Preliminary calculations show a potential for high profitability with large integrated farms. Several freshwater integrated fish-vegetable farms and a couple of modem fish-algae-shellfish/abalone integrated mariculture farms exist today, and several additional farms are planned. Three major international R&D projects promise to soon expand the horizons of the technology further. Therefore, modem integrated systems in general, and seaweed-based systems in particular, are bound to play a major role in the sustainable expansion of world aquaculture. (C) 2004 Elsevier B.V. All rights reserved.",10.1016/j.aquaculture.2003.11.015
"Liu, W; Zhao, YQ; Shi, ZY; Li, ZT; Liang, XF",Ecotoxicoproteomic assessment of microplastics and plastic additives in aquatic organisms: A review,2020,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY D-GENOMICS & PROTEOMICS,36,,,,100713,"Advances in proteomics have greatly improved chemical toxicity assessment and predictions of adverse out-comes in organisms. Ecotoxicoproteomics has been employed to elucidate biological pathways affected by chemicals and provide data that can be incorporated into adverse outcome pathways (AOP) to better define the ecological risk of emerging pollutants. Microplastics (MPs) and plastic additives have raised global concern due to their widespread use in aquatic environments, bioaccumulation in tissues, and toxic effects in aquatic organisms. Despite showing sublethal toxicity in many cases, mechanisms underlying these emerging pollutants are underexplored. In this review, adverse effects and recent ecotoxicoproteomic studies of MPs and typical additives (i.e. plasticizers, flame retardants, antioxidants, and UV stabilizers) in aquatic organisms are summarized. Proteomics data show that MPs adversely affect ingestion and reproduction via disrupting pathways related to energy metabolism, stress-related defense, and cytoskeletal dynamics. Biological processes including lipid metabolism, energy homeostasis, skeletal development, neurotransmitter signaling, and immune response are modulated by additives and induce developmental malformations in fish embryos/larvae. Furthermore, plastic additives also exert reproductive toxicity, hepatotoxicity, and neurotoxicity in invertebrates (e.g. mussel, abalone, and oyster) and fish by disrupting detoxification/oxidative stress, hormonal modulation, signal transduction, and apoptosis. Additional studies are needed to complement the omic knowledge of chemical additives that are not well documented (e.g. UV stabilizers) for improving understanding into toxic mechanisms and for characterizing ecological risk linked to plastic contaminants.",10.1016/j.cbd.2020.100713
"Sun, YL; Zhang, X; Wang, GD; Lin, S; Zeng, XY; Wang, YL; Zhang, ZP",PI3K-AKT signaling pathway is involved in hypoxia/thermal-induced immunosuppression of small abalone Haliotis diversicolor,2016,FISH & SHELLFISH IMMUNOLOGY,59,,492,508,,"The PI3K-AKT signal pathway has been found to be involved in many important physiological and pathological processes of the innate immune system of vertebrates and invertebrates. In this study, the AICT (HdAKT) and P131C (HdPI3K) gene of small abalone Haliotis diversicolor were cloned and characterized for the important status of PI3K and AICT protein in PI3K-AKT signaling pathway. The full length cDNAs of HdAICT and HdPI3K are 2126 bp and 6052 bp respectively, encoding proteins of 479 amino acids and 1097 amino acids, respectively. The mRNA expression level of fourteen genes in the PI3K-AICT signaling pathway were detected by quantitative real-time PCR. The results showed that all these fourteen genes were ubiquitously expressed in seven selected tissues. Meanwhile, HdAKT was expressed in haemocytes with the highest expression level (p < 0.05) next in hepatopancreas (p < 0.05). On the other hand, the expression level of HdPI3K in haemocytes was higher than other tissues. Under normal condition, the gene expression level of HdAKT, HdPI3K, and other PI3K-AKT signaling pathway members were significantly up -regulated by Vibrio parahaemolyticus infection which demonstrated that HdAKT, HdPI3K, and other PI3K-AKT signaling pathway members play a role in the innate immune system of abalone. The mRNA expression of these genes in gills, haemocytes and hepatopancreas was significantly down regulated after the Vibrio parahaemolyticus stimulation with environment stimulation (thermal, hypoxia and thermal & hypoxia). These results indicate that the dual/multiple stresses defeat the immune system and lead to immunosuppression in abalone. PI3K-AKT signaling pathway may be involved in hypoxia/thermal-induced immunosuppression of small abalone Haliotis diversicolor. (C) 2016 Elsevier Ltd. All rights reserved.",10.1016/j.fsi.2016.11.011
"Hwang, EK; Liu, FL; Lee, KH; Ha, DS; Park, CS",Comparison of the cultivation performance between Korean (Sugwawon No. 301) and Chinese strains (Huangguan No. 1) of kelp Saccharina japonica in an aquaculture farm in Korea,2018,ALGAE,33,1,101,108,,"Saccharina japonica was introduced to both Korea and China from Hokkaido, Japan, and it has become an economically important species in both nations. After a long period of cultivation, several varieties of S. japonica have been developed in Korea and China. In this study, we conducted aquacultural research on the persistence of thalli from two kelp cultivars, one from China (Huangguan No. 1) and one from Korea (Sugwawon No. 301), between December 2015 and November 2016 in Haenam, Korea. The maximum length was 247.8 +/- 13.0 and 227.5 +/- 42.0 cm, respectively, which were significantly longer in Sugwawon No. 301 than in Huangguan No. 1. The maximum width was 29.9 +/- 5.4 and 23.2 +/- 1.9 cm, respectively, which were significantly wider in Huangguan No. 1 than in Sugwawon No. 301. The mean biomass obtained from the culture ropes was for Sugwawon No. 301 was 3.5 +/- 0.3 kg wet wt m(-1) and for while Huangguan No. 1 was 3.1 +/- 1.0 kg wet wt m(-1) of culture rope. After August, the persistence of the thalli of Sugwawon No. 301 was two months longer than that of Huangguan No. 1. We found that the Sugwawon No. 301 performed as well as the Huangguan No. 1 in Korean waters possibly due to increased flexibility as a result of the different cell arrangements of the two cultivars. Overall, the use of the Sugwawon No. 301 cultivar rather than the Huangguan No. 1 cultivar of S. japonica appears the best alternative to help to ensure a stable year round algal feed supply for the Korean abalone industry.",10.4490/algae.2018.33.2.4
"Hasnat, MA; Pervin, M; Kim, DH; Kim, YJ; Lee, JJ; Pyo, HJ; Lee, CW; Lim, BO",DNA protection and antioxidant and anti-inflammatory activities of water extract and fermented hydrolysate of abalone (Haliotis discus hannai Ino),2015,FOOD SCIENCE AND BIOTECHNOLOGY,24,2,689,697,,"Antioxidant and anti-inflammatory activities of water extract and fermented hydrolysate of abalone (Haliotis discus hannai Ino) were examined. Experimental models were used to characterize the antioxidant activities, which were compared with the standard antioxidants alpha-tocoferol and EDTA (ethylenediamine tetraacetic acid). Antioxidant activities of water extract and fermented hydrolysate were examined at the cellular level and evaluated for anti-inflammatory activities in LPS (lipopolysaccharides)-stimulated murine RAW 264.7 macrophages. Production of the pro-inflammatory mediators nitric oxide (NO) and prostaglandin (PGE(2)) was significantly (p < 0.05) inhibited by treatments with abalone water extract and fermented hydrolysate, compared with controls. Abalone (Haliotis discus hannai Ino) can be considered as a potential source of natural antioxidants and dietary supplements.",10.1007/s10068-015-0090-3
"Qi, SB; Zhang, WJ; Jing, CC; Wang, HF; Zhao, S; Zhou, M; Chang, YQ","Long-term effects of stocking density on survival, growth performance and marketable production of the sea urchin Strongylocentrotus intermedius",2016,AQUACULTURE INTERNATIONAL,24,5,1323,1339,,"Sea urchins were stocked at a density of 15 (D15), 30 (D30), 45 (D45) and 60 (D60) urchins/cage (0.3 m long x 0.2 m wide x 0.4 m high) in a laboratory culture environment for 16 months. The wet body weight (BW) and test diameter growth were monitored at 2-month intervals during the experiment. At the conclusion of the experiment, the surviving sea urchins were counted and the gonad wet weight (GW) and gonad color were measured. Specific growth rate (SGR) of body weight, survival rate (SR), gonad index (GI), gonad color difference (Delta E (00)), coefficients of variation (CV) of BW, GW, GI and Delta E (00), total biomass yield (TY) and total gonad yield (TGY) per cage were calculated. Two marketable yield variables, graded according to gonad index, i.e., marketable biomass yield (MY) and marketable gonad yield (MGY), were also calculated. Coefficient of variation of final body weight (FW) and final test diameter (FTD) of sea urchins increased as the stocking density increased, indicating the existence of adverse social interactions. These adverse social interactions detrimentally affected FW, FTD, SGR, GW and GI (P < 0.01). Although SR decreased with the increasing densities, no statistical significant difference was detected. Sea urchins at D15 had the lowest gonad color difference (Delta E (00)) (P < 0.05). However, statistically equal CV of Delta E (00) indicates this density effect was not a result of adverse social interactions. TY and TGY increased with increased density and can be described by the following equations: TY = 84.18X (0.64), R (2) = 0.999 and TGY = 24.16X (0.38), R (2) = 0.979. However, the MY and MGY were not significantly different among stocking densities. The results of this study demonstrate that in intensive culture S. intermedius at low stocking density can achieve high growth rate, gonad index and desirable color without decreasing the marketable yield. Farmers should choose to culture S. intermedius at low stocking densities.",10.1007/s10499-016-9988-x
"Lessard, J; Campbell, A","Describing northern abalone, Haliotis kamtschatkana, habitat:: Focusing rebuilding efforts in British Columbia, Canada",2007,JOURNAL OF SHELLFISH RESEARCH,26,3,677,686,,"The northern abalone is listed as threatened under the Canadian Species at Risk Act. Northern abalone occur in a wide range of habitats from fairly sheltered bays to exposed coastlines. However, not all habitats are likely to support high abalone densities with large northern abalone that have high fecundity. Therefore, habitats that can support dense concentrations of large abalone would be better suited for aggregation rebuilding projects. Several experimental rebuilding projects are currently underway; the experimental sites were, in general, selected based on abalone presence and relative abundance. This study attempts to describe abalone habitat suitable for rebuilding efforts by using data from surveys completed at the start of the large decline of abalone densities observed in British Columbia (BC). Several areas were surveyed to determine abalone density on the southeast coast of the Queen Charlotte Islands and the north central mainland coast of BC between 1978 and 1980. Habitat data were recorded after each dive, including substrate types and dominant algae cover and species. Four categories of algal types were analyzed based on height and growth patterns: (1) canopy; (2) understorey (large bottom cover); (3) turf (short bottom cover); and (4) encrusting. In addition, an index of wave exposure was also calculated for each site surveyed. Northern abalone density was inversely correlated to mean abalone shell lengths. The exposure index was correlated positively to abalone density but negatively to mean shell length. Regression tree classifications successfully separated habitats of high and low abalone densities, but these differed from habitats classified using mean shell length as the response variable. To optimize rebuilding efforts, a compromise between the two classification models, one with density as the response variable and the other with mean shell length, may have to be developed.",10.2983/0730-8000(2007)26[677:DNAHKH]2.0.CO;2
"UCHIDA, H; SASAKI, T; UCHIDA, NA; TAKASUKA, N; ENDO, Y; KAMIYA, H","ONCOSTATIC AND IMMUNOMODULATORY EFFECTS OF A GLYCOPROTEIN FRACTION FROM WATER EXTRACT OF ABALONE, HALIOTIS-DISCUS HANNAI",1987,CANCER IMMUNOLOGY IMMUNOTHERAPY,24,3,207,212,,"The liquid from heat-treatment of an abalone, Haliotis discus hannai, which is normally discarded as waste, was found to contain a new glycoprotein antineoplastic agent. A fraction of the liquid obtained from chromatography that was 22% carbohydrate and 44% protein was injected locally or systematically into ICR mice or BALB/c mice inoculated s.c. with allogeneic sarcoma 180 or syngeneic Meth-A fibrosarcoma, and growth of the tumors was strongly inhibited. There was an optimum dose range for the inhibition of the growth of sarcoma 180, and optimum timing. The fraction did not have antitumor activity in T cell-deficient nude mice (CD-1 nu/nu or BALB/c nu/nu mice), and administration of carrageenan in vivo decreased in activity in ICR mice. This fraction activated the cytostatic activity of peritoneal and alveolar macrophages in vivo. These results suggest that the antitumor activity is not due to a direct toxic effect but to stimulation of a host-mediated response.",
