Authors,Title,Year,Source.Title,Volume,Issue,Start.Page,End.Page,Article.Number,Abstract,DOI
"Song, CH; Huang, DQ; Zhao, C; Zhao, YJ",Abalone-Inspired Adhesive and Photo-Responsive Microparticle Delivery Systems for Periodontal Drug Therapy,2022,ADVANCED SCIENCE,9,30,,,2202829,"Antibiotics provide promising strategies for treating periodontitis, while their delivery and controllable release with desired oral retention remain challenging. Here, inspired by the unique suction-cup structures of abalones, a novel adhesive and photo-responsive microparticle (MP) delivery system is developed to treat periodontitis through microfluidic electrospray technology. Such MPs are generated by quickly ionic cross-linking of sodium alginate together with photo-curing of poly(ethylene glycol) diacrylate of the distorted microfluidic droplets during their high-speed dropping into calcium chloride solution. Attributing to their unique concave structures, the abalone-inspired MPs exhibit desired underwater adhesion ability and stability under running water. In addition, due to the loading of antibiotics minocycline hydrochloride and near-infrared (NIR)-responsive black phosphorus during their fabrication, the resultant MPs can not only eradicate bacteria directly, but also realize a controllable and effective drug release upon NIR irradiation. Based on these features, it is demonstrated from in vivo periodontitis that the abalone-inspired MPs are firmly adhesive and can controlled-release drugs on the tooth, and thus have outstanding antibacterial efficacy against Porphyromonas gingivalis. These results indicate the particular values of the abalone-inspired MPs for oral-related disease treatment.",10.1002/advs.202202829
"Du, F; Alghamdi, S; Yang, J; Huston, D; Tan, T",Interfacial Mechanical Behavior in Nacre of Red Abalone and Other Shells: A Review,2022,ACS BIOMATERIALS SCIENCE & ENGINEERING,9,7,3843,3859,,"Interfaces between nacreous tablets are crucial to the outstanding mechanical properties of nacre in natural shells. Excellent research has been conducted to probe the effect of interfaces on strength and toughness of nacre, providing critical guidelines for the design of human-made laminated composites. This article reviews recent studies on interfacial mechanical behavior of nacre in red abalone and other shells, including experimental methods, analytical and numerical modeling. The discussions focus on the mechanical properties of dry and hydrated nacreous microstructures. The review concludes with discussions on representative studies of nacre-like composites with interfaces tuned using multiple approaches, and provides an outlook on improving the performance of composites with better interfacial controls.",10.1021/acsbiomaterials.2c00080
"Kroeker, KJ; Powell, C; Donham, EM",Windows of vulnerability: Seasonal mismatches in exposure and resource identity determine ocean acidification's effect on a primary consumer at high latitude,2021,GLOBAL CHANGE BIOLOGY,27,5,1042,1051,,"It is well understood that differences in the cues used by consumers and their resources in fluctuating environments can give rise to trophic mismatches governing the emergent effects of global change. Trophic mismatches caused by changes in consumer energetics during periods of low resource availability have received far less attention, although this may be common for consumers during winter when primary producers are limited by light. Even less is understood about these dynamics in marine ecosystems, where consumers must cope with energetically costly changes in CO2-driven carbonate chemistry that will be most pronounced in cold temperatures. This may be especially important for calcified marine herbivores, such as the pinto abalone (Haliotis kamschatkana). H. kamschatkana are of high management concern in the North Pacific due to the active recreational fishery and their importance among traditional cultures, and research suggests they may require more energy to maintain their calcified shells and acid/base balance with ocean acidification. Here we use field surveys to demonstrate seasonal mismatches in the exposure of marine consumers to low pH and algal resource identity during winter in a subpolar, marine ecosystem. We then use these data to test how the effects of exposure to seasonally relevant pH conditions on H. kamschatkana are mediated by seasonal resource identity. We find that exposure to projected future winter pH conditions decreases metabolism and growth, and this effect on growth is pronounced when their diet is limited to the algal species available during winter. Our results suggest that increases in the energetic demands of pinto abalone caused by ocean acidification during winter will be exacerbated by seasonal shifts in their resources. These findings have profound implications for other marine consumers and highlight the importance of considering fluctuations in exposure and resources when inferring the emergent effects of global change.",10.1111/gcb.15449
"Potter, P",AN OVERVIEW OF THE INDIGENOUS AND ALIEN ALLERGENS OF SOUTHERN AFRICA,2013,CURRENT ALLERGY & CLINICAL IMMUNOLOGY,26,4,182,189,,"Since the allergens causing clinical disease in Southern Africa were first identified in 1956 there has been a steady rise in the prevalence of allergic diseases in all populations. Although initial allergens were found to represent alien or introduced species, e.g. Bermuda grass, maize, lucerne, it later became apparent that indigenous allergens were also allergenic. Other major alien allergens which were imported into our region include oak, plane, pine and eucalyptus trees, the American, German and Oriental cockroaches, and fruits, e.g. kiwi and olive. The first truly African indigenous pollen allergen to be characterised was kikuyu grass (Pennisetum clandestinum) followed by buffalo grass (Stenotaphrum secundatum). Subsequently indigenous food allergens identified and characterised include abalone (Haliotis midae), cobra venom (Hemachatus hemachatus), mopane worms (Imbrasia belina), Rhodesian flame lily, Locusta migratoria and the African penguin (Spheniscus demersus). Several indigenous food sources are suspected to be causing food allergies in Botswana and are currently being investigated for allergenicity. In addition to the indigenous allergens described in this overview, South African researchers have also contributed to investigating and understanding the immunogenicity of other 'global allergens' such as Imbuia wood, verbena hybrida and Anisakis. The database of the aerobiology of the region shows a wide diversity of pollen and mould allergens.",
"Xiang, L; Su, JT; Zheng, GL; Liang, J; Zhang, GY; Wang, HZ; Xie, LP; Zhang, RQ",Patterns of Expression in the Matrix Proteins Responsible for Nucleation and Growth of Aragonite Crystals in Flat Pearls of Pinctada fucata,2013,PLOS ONE,8,6,,,e66564,"The initial growth of the nacreous layer is crucial for comprehending the formation of nacreous aragonite. A flat pearl method in the presence of the inner-shell film was conducted to evaluate the role of matrix proteins in the initial stages of nacre biomineralization in vivo. We examined the crystals deposited on a substrate and the expression patterns of the matrix proteins in the mantle facing the substrate. In this study, the aragonite crystals nucleated on the surface at 5 days in the inner-shell film system. In the film-free system, the calcite crystals nucleated at 5 days, a new organic film covered the calcite, and the aragonite nucleated at 10 days. This meant that the nacre lamellae appeared in the inner-shell film system 5 days earlier than that in the film-free system, timing that was consistent with the maximum level of matrix proteins during the first 20 days. In addition, matrix proteins (Nacrein, MSI60, N19, N16 and Pif80) had similar expression patterns in controlling the sequential morphologies of the nacre growth in the inner-film system, while these proteins in the film-free system also had similar patterns of expression. These results suggest that matrix proteins regulate aragonite nucleation and growth with the inner-shell film in vivo.",10.1371/journal.pone.0066564
"Ma, YF; Qiao, L; Feng, QL",In-vitro study on calcium carbonate crystal growth mediated by organic matrix extracted from fresh water pearls,2012,MATERIALS SCIENCE & ENGINEERING C-MATERIALS FOR BIOLOGICAL APPLICATIONS,32,7,1963,1970,,"For the purpose of studying the mediation of organic matrix on the crystallization of calcium carbonate, water soluble matrix (WSM), acid soluble matrix (ASM) and acid insoluble matrix (AIM) were extracted from aragonite pearls and vaterite pearls respectively. Then, in-vitro calcium carbonate crystallization experiments under the control of these six organic matrices were carried out in the present study. Scanning electron microscopy (SEM) was utilized to observe the morphology of CaCO3 and Raman spectroscopy as a powerful technique was used to distinguish the crystal polymorph. Influences of the six kinds of organic matrices on the calcium carbonate crystal growth are proposed. ASM of vaterite pearls can induce vaterite to crystallize and WSM of aragonite pearls mediates to produce aragonite crystals. The single AIM membranes of the two pearls have no pronounced effect on the CaCO3 crystallization. Additionally, the crystal size obtained with the additive of WSM of the two kinds of pearls is smaller than that with the additive of ASM. Moreover, self-assembly phenomenon in the biomineralization process and the distorted morphology calcite are observed. Current results demonstrate important aspects of matrix protein-controlled crystallization, which is beneficial to the understanding of nacre biomineralization mechanism. Further study of the precise control of these matrix proteins on CaCO3 crystal growth is being processed. (C) 2012 Elsevier B.V. All rights reserved.",10.1016/j.msec.2012.05.030
"Harii, S; Yamamoto, M; Hoegh-Guldberg, O",The relative contribution of dinoflagellate photosynthesis and stored lipids to the survivorship of symbiotic larvae of the reef-building corals,2010,MARINE BIOLOGY,157,6,1215,1224,,"The long-distance dispersal of larvae provides important linkages between populations of reef-building corals and is a critical part of coral biology. Some coral planulae have symbiotic dinoflagellates (Symbiodinium spp.) that probably provide energy in addition to the lipids provisioned within the egg. However, our understanding of the influence of symbionts on the energy metabolism and survivorship of planulae remains limited. This study examines the relative roles of symbiotic dinoflagellate photosynthesis and stored lipid content in the survivorship of the developing stages of the corals Pocillopora damicornis and Montipora digitata. We found that survivorship decreased under dark conditions (i.e. no photosynthetic activity) for P. damicornis and M. digitata at 31 and 22 days after release/spawning, respectively. The lipid content of P. damicornis and M. digitata planulae showed a significant decrease, at a higher rate, under dark conditions, when compared with light conditions. When converted to energy equivalents, the available energy provided by the depletion of lipids could account for 41.9 and 84.7% of larval metabolism for P. damicornis (by day 31) and 38.4 and 90.1% for M. digitata (by day 21) under light and dark conditions, respectively. This finding indicates that not all energy requirements of the larvae are met by lipids: energy is also sourced from the photosynthetic activities of the symbiotic dinoflagellates within these larvae, especially under light conditions. In addition, the amounts of three main lipid classes (wax esters, triglycerides, and phospholipids) decreased throughout the experiment in the planulae of both species, with the wax ester content decreasing more rapidly under dark conditions than under light conditions. The observations that the planulae of both species derive considerable amounts of energy from wax esters, and that symbiotic dinoflagellates enable larvae to use their stores at lower rates, suggested that symbiotic dinoflagellates have the potential to extend larval life under light conditions.",10.1007/s00227-010-1401-0
"Weiss, IM; Renner, C; Strigl, MG; Fritz, M",A simple and reliable method for the determination and localization of chitin in abalone nacre,2002,CHEMISTRY OF MATERIALS,14,8,3252,3259,,"We collected test reactions which can be applied in an easy and reproducible way to the chemical composition of the abalone organic matrix. Several chemical and biochemical test reactions were applied to the interlamellar organic matrix of abalone nacre to study the content and nature of polysaccharides. The preparation of the polysaccharide matrix was examined in parallel by light microscopy. The polysaccharide core is covered by a honeycomb-like structure, which can be completely removed by the protease subtilisin under release of the hydrophobic amino acid proline. The honeycomb pattern is in its size and its shape exactly the inverse matrix of the aragonite tablets, which are well-known to build up the nacreous layer of abalone shells. With this protocol we proved and verified in a straightforward and simple way the polysaccharides in abalone to be chitin. In addition, H-1 and C-13 NMR analysis of the interlamellar organic matrix of abalone nacre confirmed that it consists to a high extent of the polysaccharide chitosan or its partially/completely N-acetylated derivative chitin (beta-(1-->4)-2-acetamido-2-deOXY-D-glucose or N-acetyl-D-glucosamine).",10.1021/cm001217v
"Poncet, JM; Serpentini, A; Thiébot, B; Villers, C; Bocquet, J; Boucaud-Camou, E; Label, JM","In vitro synthesis of proteoglycans and collagen in primary cultures of mantle cells from the nacreous mollusk, Haliotis tuberculata:: A new model for study of molluscan extracellular matrix",2000,MARINE BIOTECHNOLOGY,2,4,387,398,,"In Mollusca, the mantle produces an organic matrix that mineralizes in time to make shell. Primary mantle cell cultures from the nacreous gastropod Haliotis tuberculata have been established as useful experimental model to investigate in vitro synthesis of both proteoglycans/glycosaminoglycans (PGs/GAGs) and collagen. First, we tested different enzymatic digestion procedures to find the method that gives the highest percentage of viable and adherent cultured cells. Enzymatic digestion with 0.1% pronase plus 0.1% collagenase was routinely used. Six days after the initiation of culture, about 80% of cells were viable, among which 20% were adherent as quantified by the MTT reduction assay. In addition, the protein synthesis estimated by [H-3]leucine incorporation remained constant during this period. For the first time, we demonstrated a de novo synthesis of PGs/GAGs and collagen in primary cultures of mantle cells. After 48 hours of labeling, among the [H-3]-D-glucosamine macromolecules synthesized, [H-3]PGs/GAGs represented 43%, divided into 45% heparan sulfate, 37% chondroitin/dermatan sulfate, and 6% hyaluronic acid. Early elution on anion-exchange chromatography of these PGs/GAGs indicated that most of them appeared as undersulfated GAG molecules. De novo synthesis of collagen represents 4.52% +/- 0.84% (SD) with respect to the total protein synthesis. Such a model will facilitate studies on the synthesis of PGs/GAGs and collagen as components of the extracellular matrix and its regulation in Mollusca. Both PGs/GAGs and collagen participate in molecular events that regulate cell adhesion, migration, and proliferation. Further studies with this type of in vitro model should provide knowledge about novel aspects of molluscan cell signaling, in relation to extracellular matrix components.",
"HORSTMAN, DA; MCGIBBON, S; PITCHER, GC; CALDER, D; HUTCHINGS, L; WILLIAMS, P","RED TIDES IN FALSE BAY, 1959-1989, WITH PARTICULAR REFERENCE TO RECENT BLOOMS OF GYMNODINIUM SP",1991,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AFRICA,47,,611,628,,"A summary of red tides recorded in False Bay between 1959 and 1989 is presented. Blooms are most common in late summer and autumn during warm, calm conditions. The first documented occurrence of a species of Gymnodinium in False Bay was recorded in April 1988. After blooming it maintained low concentrations in False Bay until it bloomed again in March 1989. Cell concentrations in excess of 10(6) cells.l-1 were recorded at various locations in False Bay and Walker Bay. The highest concentrations during both 1988 and 1989 were recorded at Gordon's Bay (17 x 10(6) cells.l-1 on 25 May 1988 and 24 x 10(6) cells.l-1 on 13 March 1989). Peak cell concentrations accompanied calm, warm weather and high sea-surface temperatures (approximately 20-degrees-C). Wind-induced mixing tended to disperse the blooms. These red tides were responsible for extensive faunal mortality, including an estimated 40 tons of abalone in the H. F. Verwoerd marine nature reserve in 1989. In addition, surfers and swimmers suffered eye, nose and throat irritations. Examination showed that the cell shape of the causative organism closely resembles Gymnodinium nagasakiense Takayama and Adachi but that it also shares characteristics with Gyrodinium aureolum Hulburt and Ptychodiscus breve (Davis) Steidinger. The effects of the toxin are not dissimilar to Neurotoxic Shellfish Poisoning (NSP) associated with P. breve blooms. Water quality in affected areas was examined using a sea-urchin gamete bioassay. Cell concentrations of 0,5 x 10(6) cells.l-1 were found to elicit a toxic response. The waterborne toxins were shown to be heat-sensitive. To date (June 1990) the causative organism is still present in False Bay, albeit in low concentrations.",
"Kelly, MW; Griffiths, JS",Selection Experiments in the Sea: What Can Experimental Evolution Tell Us About How Marine Life Will Respond to Climate Change?,2021,BIOLOGICAL BULLETIN,241,1,30,42,,"Rapid evolution may provide a buffer against extinction risk for some species threatened by climate change; however, the capacity to evolve rapidly enough to keep pace with changing environments is unknown for most taxa. The ecosystem-level consequences of climate adaptation are likely to be the largest in marine ecosystems, where short-lived phytoplankton with large effective population sizes make up the bulk of primary production. However, there are substantial challenges to predicting climate-driven evolution in marine systems, including multiple simultaneous axes of change and considerable heterogeneity in rates of change, as well as the biphasic life cycles of many marine metazoans, which expose different life stages to disparate sources of selection. A critical tool for addressing these challenges is experimental evolution, where populations of organisms are directly exposed to controlled sources of selection to test evolutionary responses. We review the use of experimental evolution to test the capacity to adapt to climate change stressors in marine species. The application of experimental evolution in this context has grown dramatically in the past decade, shedding light on the capacity for evolution, associated trade-offs, and the genetic architecture of stress-tolerance traits. Our goal is to highlight the utility of this approach for investigating potential responses to climate change and point a way forward for future studies.",10.1086/715109
"Yin, XL; Zhuang, XQ; Liao, MQ; Huang, L; Cui, QQ; Liu, C; Dong, WN; Wang, FF; Liu, Y; Wang, WN",Transcriptome analysis of Pacific white shrimp (Litopenaeus vannamei) hepatopancreas challenged by Vibrio alginolyticus reveals lipid metabolic disturbance,2022,FISH & SHELLFISH IMMUNOLOGY,123,,238,247,,"Vibrio alginolyticus is a devastating bacterial pathogen of Pacific white shrimp (Litopenaeus vannamei), which often causes acute hepatopancreatic necrosis syndrome (AHPNS) and early mortality syndrome (EMS). Elucidation of molecular mechanisms of L. vannamei in responding to infection is essential for controlling the epidemic. In the present study, transcriptomic profiles of L. vannamei hepatopancreas were explored by injecting with PBS or V. alginolyticus. Hepatopancreas morphology of L. vannamei was also assessed. The result reveals that compared with the hepatopancreas of PBS group, the storage cells (R-cell), secretory cells (B-cell) and star shaped polygonal structures of the lumen were disappeared and necrotic after challenged by V. alginolyticus at 24 h. Transcriptome data showed that a total of 314 differential expression genes were induced by V. alginolyticus, with 133 and 181 genes up-and down-regulated, respectively. These genes were mainly associated with lysosome pathway, glycerophospholipid metabolism, drug metabolism-other enzymes, cysteine and methionine metabolism, aminoacyl-tRNA biosynthesis and PPAR signal pathway. Among these pathways, the lysosome pathway, glycerophospholipid metabolism and PPAR signal pathway were both related with lipid metabolism. Therefore, we detected the lipid accumulation in hepatopancreas by Oil Red O staining, TG and CHOL detection and the relative mRNA expression of several lipid metabolism related genes in the hepatopancreas of shrimp after challenge to V. alginolyticus. The present data reveals that lipids from the L. vannamei are nutrient sources for the V. alginolyticus and define the fate of the infection by modulating lipid homeostasis. These findings may have important implication for understanding the L. vannamei and V. alginolyticus interactions, and provide a substantial dataset for further research and may deliver the basis for preventing the bacterial diseases.",10.1016/j.fsi.2022.03.004
"de Moor, CL; Johnston, SJ; Brandao, A; Rademeyer, RA; Glazer, JP; Furman, LB; Butterworth, DS",A review of the assessments of the major fisheries resources in South Africa,2015,AFRICAN JOURNAL OF MARINE SCIENCE,37,3,285,311,,"The waters off South Africa's coastline boast a rich mix of commercially fished species. Quantitative assessments of these marine resources have developed from simple methods first applied in the 1970s, to models that encompass a wide range of methodologies. The more valuable resources have undergone regular assessments in recent decades, with frequencies closely related to the management approach employed for each fishery. Many of these assessments form the operating models used to simulation-test candidate management procedures. This paper provides a comprehensive review of the assessments of 11 of the most important fisheries resources in South Africa. Some assessments use simple biomass dynamics models, whereas others are a hybrid of age- and length-based models, each designed to model the specific characteristics of the resource and fishery concerned. Many of the assessments have been disaggregated by species/stock and/or area as related multispecies/stock/distribution hypotheses have arisen. This paper explores the similarities and differences in the data available and the methods applied. The review indicates that, whereas the status of three of these resources cannot be estimated reliably at present, the status of six resources is considered to be reasonable to good, whereas that of abalone Haliotis midae and West Coast rock lobster Jasus lalandii remains poor.",10.2989/1814232X.2015.1070201
"Lau, CC; Abdullah, N; Shuib, AS","Novel angiotensin I-converting enzyme inhibitory peptides derived from an edible mushroom, Pleurotus cystidiosus OK Miller identified by LC-MS/MS",2013,BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE,13,,,,313,"Background: Angiotensin I-converting enzyme (ACE) inhibitors have been reported to reduce mortality in patients with hypertension. Compared to chemosynthetic drugs, ACE inhibitors derived from natural sources such as food proteins are believed to be safer for consumption and to have fewer adverse effects. Some edible mushrooms have been reported to significantly reduce blood pressure after oral administration. In addition, mushrooms are known to be rich in protein content. This makes them a potential source of ACE inhibitory peptides. Hence, the objective of the current study was to isolate and characterise ACE inhibitory peptides from an edible mushroom, Pleurotus cystidiosus. Methods: ACE inhibitory proteins were isolated from P. cystidiosus based on the bioassay guided purification steps, i.e. ammonium sulphate precipitation, reverse phase high performance liquid chromatography and size exclusion chromatography. Active fraction was then analysed by LC-MS/MS and potential ACE inhibitory peptides identified were chemically synthesized. Effect of in vitro gastrointestinal digestions on the ACE inhibitory activity of the peptides and their inhibition patterns were evaluated. Results: Two potential ACE inhibitory peptides, AHEPVK and GPSMR were identified from P. cystidiosus with molecular masses of 679.53 and 546.36 Da, respectively. Both peptides exhibited potentially high ACE inhibitory activity with IC50 values of 62.8 and 277.5 mu M, respectively. SEC chromatograms and BIOPEP analysis of these peptides revealed that the peptide sequence of the hexapeptide, AHEPVK, was stable throughout gastrointestinal digestion. The pentapeptide, GPSMR, was hydrolysed after digestion and it was predicted to release a dipeptide ACE inhibitor, GP, from its precursor. The Lineweaver-Burk plot of AHEPVK showed that this potent and stable ACE inhibitor has a competitive inhibitory effect against ACE. Conclusion: The present study indicated that the peptides from P. cystidiosus could be potential ACE inhibitors. Although these peptides had lower ACE inhibitory activity compared to commercial antihypertensive drugs, they are derived from mushroom which could be easily obtained and should have no side effects. Further in vivo studies can be carried out to reveal the clear mechanism of ACE inhibition by these peptides.",10.1186/1472-6882-13-313
"Abdelbar, AM",Achieving superior generalisation with a high order neural network,1998,NEURAL COMPUTING & APPLICATIONS,7,2,141,146,,"The HONEST neural network is a recently-developed generalisation of the well-known Sigma-Pi high order neural network. HONEST has previously been applied to diabetes forecasting and feature combination in art Othello evaluation function. In this paper we apply HONEST to the classification into age-groups of abalone shellfish, a difficult benchmark to which previous researchers have applied cascade correlation, standard backpropagation with a Multi-Layer Perceptron (MLP) network, Quinlan's C4.5, and the DYSTAL network. While the best reported test set performance by previous researchers is 65.61% correct classification, HONEST was able to achieve 72.89% correct rest set classification. In addition, HONEST's transparent structure allows us to manually examine the network state and make observations about the solution the network has learned.",10.1007/BF01414166
"Williams, EE; Somero, GN","Seasonal-, tidal-cycle- and microhabitat-related variation in membrane order of phospholipid vesicles from gills of the intertidal mussel Mytilus californianus",1996,JOURNAL OF EXPERIMENTAL BIOLOGY,199,7,1587,1596,,"Alterations in the order, or fluidity, of cellular membranes in response to variations in environmental temperature are well known, The mussel Mytilus californianus, a common inhabitant of mid-intertidal regions along the Pacific coast of North America, can experience large (20 degrees C or more) and cyclic (every 6 h) changes in body temperature (T-b) during tidal cycles. In the present study, we explore membrane order during seasonal and tidal temperature cycles and find that vesicles prepared from gill phospholipids exhibit significant seasonal differences in order that are consistent with homeoviscous adaptation and suggest winter-acclimatization to mean T-b values and summer-acclimatization to upper extreme T-b values or to large cyclic thermal fluctuations, despite repeated resubmergence in sea water at 10 degrees C during both seasons. Phospholipid vesicles prepared from the gills of mussels acclimated for 6 weeks to constant high or low temperatures in the laboratory fail to exhibit temperature-compensatory differences in order, In addition, during the summer, mussels inhabiting high intertidal sites, but not those from low sites, possess the ability to alter membrane order rapidly (within hours), This alteration of order appears to represent a mechanism designed to offset the thermal variations encountered during the tidal cycle, Thus, M. californianus have the ability to adjust membrane order on seasonal as well as hourly time scales and do so on the basis of their height in the intertidal region.",
"Liao, ML; Somero, GN; Dong, YW",Comparing mutagenesis and simulations as tools for identifying functionally important sequence changes for protein thermal adaptation,2019,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,116,2,679,688,,"Comparative studies of orthologous proteins of species evolved at different temperatures have revealed consistent patterns of temperature-related variation in thermal stabilities of structure and function. However, the precise mechanisms by which interspecific variations in sequence foster these adaptive changes remain largely unknown. Here, we compare orthologs of cytosolic malate dehydrogenase (cMDH) from marine molluscs adapted to temperatures ranging from -1.9 degrees C (Antarctica) to similar to 55 degrees C (South China coast) and show how amino acid usage in different regions of the enzyme (surface, intermediate depth, and protein core) varies with adaptation temperature. This eukaryotic enzyme follows some but not all of the rules established in comparisons of archaeal and bacterial proteins. To link the effects of specific amino acid substitutions with adaptive variations in enzyme thermal stability, we combined site-directed mutagenesis (SDM) and in vitro protein experimentation with in silico mutagenesis using molecular dynamics simulation (MDS) techniques. SDM and MDS methods generally but not invariably yielded common effects on protein stability. MDS analysis is shown to provide insights into how specific amino acid substitutions affect the conformational flexibilities of mobile regions (MRs) of the enzyme that are essential for binding and catalysis. Whereas these substitutions invariably lie outside of the MRs, they effectively transmit their flexibility-modulating effects to the MRs through linked interactions among surface residues. This discovery illustrates that regions of the protein surface lying outside of the site of catalysis can help establish an enzyme's thermal responses and foster evolutionary adaptation of function.",10.1073/pnas.1817455116
"Benin, G; da Silva, GO; Pagliosa, ES; Lemes, C; Signorini, A; Beche, E; Capelin, MA",Combining ability of wheat genotypes estimated by multivariate analysis,2009,PESQUISA AGROPECUARIA BRASILEIRA,44,9,1145,1151,,"The objective of this work was to estimate the combining ability of wheat lines using multivariate analysis, in order to identify crossing combinations with superior performance. Eight wheat parental lines were crossed in a complete diallel design without reciprocals. Crosses and advanced generations were obtained in the year 2007 in a full-line sowing system, and the hybrids were evaluated in 2008, in a randomized block design with three replicates. The data were treated using univariate and multivariate analysis of variance, principal component analysis, and partial and multivariate diallel analyses. The cultivar BRS Guamirim was the parental genotype with the best performance for general combining ability for group 1 traits (grain yield, thousand grains weight, spike weight and number of grains per spike), whereas the cultivar Fundacep Raizes was the best for group 2 traits (days from emergence to bloom, days from bloom to maturation, and plant height). 'BRS Guamirim' x 'Fundacep Cristalino' (for group 1 traits) and 'Abalone' x 'Fundacep Cristalino' and 'Abalone' x 'Fundacep Raizes' (for group 2 traits) were the best crossings for specific combining ability.",10.1590/S0100-204X2009000900012
"McCormack, R; Podack, ER",Perforin-2/Mpeg1 and other pore-forming proteins throughout evolution,2015,JOURNAL OF LEUKOCYTE BIOLOGY,98,5,761,768,,"Development of the ancient innate immune system required not only a mechanism to recognize foreign organisms from self but also to destroy them. Pore-forming proteins containing the membrane attack complex Perforin domain were one of the first triumphs of an innate immune system needing to eliminate microbes and virally infected cells. Membrane attack complex of complement and Perforin domain proteins is unique from other immune effector molecules in that the mechanism of attack is strictly physical and unspecific. The large water-filled holes created by membrane attack complex of complement and Perforin domain pore formation allow access for additional effectors to complete the destruction of the foreign organism via chemical or enzymatic attack. Perforin-2/macrophage-expressed protein 1 is one of the oldest membrane attack complexes of complement and Perforin domain protein involved in immune defense, and it is still functional today in vertebrates. Here, we trace the impact of Perforin-2/macrophage-expressed protein 1 from the earliest multicellular organisms to modern vertebrates, as well as review the development of other membrane attack complexes of complement and Perforin domain member proteins.",10.1189/jlb.4MR1114-523RR
"Ling, SD; Johnson, CR",Marine reserves reduce risk of climate-driven phase shift by reinstating size- and habitat-specific trophic interactions,2012,ECOLOGICAL APPLICATIONS,22,4,1232,1245,,"Spatial closures in the marine environment are widely accepted as effective conservation and fisheries management tools. Given increasing human-derived stressors acting on marine ecosystems, the need for such effective action is urgently clear. Here we explore mechanisms underlying the utility of marine reserves to reinstate trophic dynamics and to increase resilience of kelp beds against climate-driven phase shift to sea urchin barrens on the rapidly warming Tasmanian east coast. Tethering and tagging experiments were used to examine size-and shelter-specific survival of the range-extending sea urchin Centrostephanus rodgersii (Diadematidae) translocated to reefs inside and outside no-take Tasmanian marine reserves. Results show that survival rates of C. rodgersii exposed on flat reef substratum by tethering were approximately seven times (small urchins 10.1 times; large urchins 6.1 times) lower on protected reef within marine reserve boundaries (high abundance of large predatory-capable lobsters) compared to fished reef (large predatory lobsters absent). When able to seek crevice shelter, tag-resighting models estimated that mortality rates of C. rodgersii were lower overall but remained 3.3 times (small urchins 2.1 times; large urchins 6.4 times) higher in the presence of large lobsters inside marine reserves, with higher survival of small urchins owing to greater access to crevices relative to large urchins. Indeed, shelter was 6.3 times and 3.1 times more important to survival of small and large urchins, respectively, on reserved relative to fished reef. Experimental results corroborate with surveys throughout the range extension region, showing greater occurrence of overgrazing on high-relief rocky habitats where shelter for C. rodgersii is readily available. This shows that ecosystem impacts mediated by range extension of such habitat-modifying organisms will be heterogeneous in space, and that marine systems with a more natural complement of large and thus functional predators, as achievable within no-take reserves, will minimize local risk of phase shifts by reinstating size and habitat-specific predator-prey dynamics eroded by fishing. Importantly, our findings also highlight the crucial need to account for the influence of size dynamics and habitat complexity on rates of key predator-prey interactions when managing expectations of ecosystem-level responses within marine reserve boundaries.",10.1890/11-1587.1
"Little, MP; Rosenberg, PS; Arsham, A",Alternative stopping rules to limit tree expansion for random forest models,2022,SCIENTIFIC REPORTS,12,1,,,15113,"Random forests are a popular type of machine learning model, which are relatively robust to overfitting, unlike some other machine learning models, and adequately capture non-linear relationships between an outcome of interest and multiple independent variables. There are relatively few adjustable hyperparameters in the standard random forest models, among them the minimum size of the terminal nodes on each tree. The usual stopping rule, as proposed by Breiman, stops tree expansion by limiting the size of the parent nodes, so that a node cannot be split if it has less than a specified number of observations. Recently an alternative stopping criterion has been proposed, stopping tree expansion so that all terminal nodes have at least a minimum number of observations. The present paper proposes three generalisations of this idea, limiting the growth in regression random forests, based on the variance, range, or inter-centile range. The new approaches are applied to diabetes data obtained from the National Health and Nutrition Examination Survey and four other datasets (Tasmanian Abalone data, Boston Housing crime rate data, Los Angeles ozone concentration data, MIT servo data). Empirical analysis presented herein demonstrate that the new stopping rules yield competitive mean square prediction error to standard random forest models. In general, use of the intercentile range statistic to control tree expansion yields much less variation in mean square prediction error, and mean square prediction error is also closer to the optimal. The Fortran code developed is provided in the Supplementary Material.",10.1038/s41598-022-19281-7
