"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2KX8BISZ","thesis","1995","Hindrum, SM","Response of blacklip (Haliotis rubra) and greenlip abalone (Haliotis laevigata) to a range of dietary ingredients. Food intake and temporal effects on direct digestibility and consumption.","","","","","https://doi.org/10.25959/23221646.v1","No description available","1995","2025-05-21 23:17:15","2025-05-21 23:17:15","","","","","","","","","","","","","","","","","","","","","","","","","","Marine and estuarine ecology (incl. marine ichthyology); No keyword provided","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EENEPIL8","thesis","2001","THES","The effect of diet on intestinal structure and function in the abalone (Haliotis laevegata) / Robert Kemp.","","","","","http://hdl.handle.net/2440/22275","""November 2001"" ; Bibliography: leaves 162-184. ; xxi, 184 leaves : ill., plates ; 30 cm. ; Thesis (Ph.D.)--University of Adelaide, Dept. of Animal Science, 2005","2001","2025-05-21 23:17:15","2025-05-21 23:17:15","","","","","","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MJ2T8VYG","thesis","1996","THES","ระดับและแหล่งของไขมันที่เหมาะสมในอาหารสำเร็จรูป ของหอยเป๋าฮื้อวัยรุ่น Haliotis ovina และHaliotis varia ; Optimal level and source of lipid in artificial diets for juvenile abalone Haliotis ovina and Haliotis varia","","","","","http://cuir.car.chula.ac.th/handle/123456789/35094","วิทยานิพนธ์ (วท.ม.) -- จุฬาลงกรณ์มหาวิทยาลัย, 2539","1996","2025-05-21 23:17:15","2025-05-21 23:17:15","","","","","","","","","","","","","จุฬาลงกรณ์มหาวิทยาลัย","","th","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INKLDWCK","thesis","1996","THES","A comparative study of different algal diets on the growth of abalone, Haliotis ovina (Gmelin, 1791) ; การศึกษาเปรียบเทียบผลของอาหารจำพวกสาหร่ายต่อการเติบโต ของหอยเป๋าฮื้อชนิด Haliotis ovina (Gmelin, 1791)","","","","","http://cuir.car.chula.ac.th/handle/123456789/35282","Thesis (M.Sc.)--Chulalongkorn University, 1996","1996","2025-05-21 23:17:15","2025-05-21 23:17:15","","","","","","","","","","","","","Chulalongkorn University","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EIJM7YDM","thesis","2012","THES","Alternative macroalgal diets for juvenile greenlip abalone (Haliotis laevigata) in the later nursery phase","","","","","https://researchrepository.murdoch.edu.au/id/eprint/22587/","Greenlip abalone (Haliotis laevigata) are a highly valued fishery resource, grown in aquaculture facilities around the southern states of Australia. These commercial farms have a nursery system that utilises natural algal diets adhered to vertical plates for rearing postlarval and juvenile abalone. However, as the juvenile abalone grow (5 – 15 mm shell length), the current commercial nursery diet of the green alga Ulvella lens plus the diatom Navicula cf. jeffreyi does not supply adequate algal biomass to maintain commercially viable abalone growth rates at the required stocking densities. The focus of this research was to identify, develop and evaluate alternative macroalgal diets to overcome the restrictions in algal biomass during the later nursery phase. Macroalgae as an alternative natural diet for juvenile abalone can increase the algal biomass supplied on the vertical plates given its fast, 3-dimensional growth; while also considered a suitable nutrition source, as it is the primary feed of wild adult abalone. Australian abalone species have a preference for red macroalgae and to accommodate this, propagation methods including carpospore liberation, protoplast production and vegetative propagation; were assessed to determine the fitness of Rhodophyta species as an alternative diet for juvenile abalone in the later nursery phase. Protoplasts were readily isolated from red macroalgal species, however due to their limited regeneration, high cost of production and significant expertise required, the method was deemed unsuitable for utilisation in a commercial abalone nursery. Vegetative propagation successful established fragment culture of several red macroalgal species. The development of an artificial adhesion protocol, utilising active immobilisation processes through gel entrapment by the natural polysaccharide agar; enabled macroalgal fragments to be presented to juvenile abalone on the vertical plates in the nursery system. A diet of Laurencia sp. fragments adhered to the plates with agar produced ...","2012","2025-05-21 23:17:15","2025-05-21 23:17:15","","","","","","","","","","","","","","","eng","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FU9RVNG4","journalArticle","2009","GEN","An investigation into potential diet dynamics (diatoms) and post-larval growth in the cultured Abalone (Haliotis midae) ...","","","","","https://dx.doi.org/10.13140/rg.2.2.22857.49766","","2009","2025-05-21 23:17:15","2025-05-21 23:17:15","","","","","","","","","","","","","","","en","","","","","","","Publisher: Unpublished","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3CTDR29C","thesis","2015","De Villiers, Christopher Murray","Application of exogenous enzymes in Haliotis midae diets with soybean meal as fish meal replacement","","","","","http://hdl.handle.net/10019.1/20412","Thesis (MSc)--Stellenbosch University, 2012. ; ENGLISH ABSTRACT: A 240-day growth study was conducted to determine the suitability of soybean meal (SBM) as an alternative protein source to fish meal (FM) in the diet of commercially produced South African abalone (Haliotis midae). The suitability of SBM was determined by a close evaluation of the following key factors: feed water stability, morphological impact on the abalone intestine and the effect on the growth performance of abalone. The study was comprised of two phases: a fish meal replacement phase (Phase A) and an enzyme treatment phase (Phase B). Diets used in Phase A consisted of a control fish meal diet (Control=22%FM, 0%SBM), a fish meal-soybean meal diet (FMSBM=20%FM, 15%SBM), a soybean meal-low diet (SBMlow=0%FM, 15%SBM) and a soybean meal diet (SBM=0%FM, SBM30%). In Phase B, the FM diet and SBM diet were used as basal diets (FME0 and SBME0). These diets were then treated with three commercial enzyme products, namely, a β- glucanase (FME1 and SBME1), xylanase (FME2 and SBME2) and α-D-galactosidase (FME3 and SBME3). Subsequently, all three enzymes were combined to make two treatments (FME123 and SBME123). With regard to the gut morphology and growth trials, a thirteenth energy enhanced commercial animal protein-free diet (ECO) was used. In Phase A (fish meal replacement), the findings revealed that water stability did not differ significantly between treatments. In Phase B (enzyme treatment) however, the water stability of β- glucanase treated feeds was significantly lower than that of the control FM diet. It was also observed that in comparison to the control FM diet, soybean meal based diets have a significantly greater effect on intestinal morphology. With reference to Phase A (fish meal replacement), by the end of the 240 day growth trial period, it was evident that animals fed on the commercial (ECO) diet were significantly heavier than those given the control FM diet. With regard to final length in mm, feed conversion ratio (FCR) and specific ...","2015","2025-05-21 23:17:15","2025-05-21 23:17:15","","","","","","","","","","","","","Stellenbosch : Stellenbosch University","","en_ZA","","","","","","","","","","","Exogenous enzymes; Fish meal; Soybean meal; UCTD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCFTDIIR","thesis","1999","Harris, JO","Chronic effects of adverse water quality on the greenlip abalone, Haliotis laevigata Donovan","","","","","https://doi.org/10.25959/23247131.v1","Bioassays were undertaken to assess the effects of ammonia, nitrite, dissolved oxygen and pH on greenlip abalone, Haliotis laevigata. At the end of each chronic bioassay, oxygen consumption, haemolymph ionic concentration and tissue microstructure were documented, relative to toxicant concentration. EC\\(_5\\) data (concentration causing a 5% growth reduction; whole wet body weight unless stated) indicated that these abalone were very sensitive to elevated levels of ammonia (0.041 mg FAN.I\\(^{-1}\\)), low dissolved oxygen (7.36 mg DO.l\\(^{-1}\\)) and low (7.78) and high (8.77) pH. Most of these variables affected shell growth relative to whole body growth, indicating some independence of nett shell and soft tissue growth rates. Greenlip abalone were also sensitive to nitrite on a growth basis. Modeling of the whole weight data indicated relatively uniform growth depression regardless of concentration in the range 0.56-7.80 mg NO\\(_2\\)-N.I\\(^{-1}\\). The influence of nutritional history on the susceptibility of abalone to ammonia was determined in an acute bioassay. The abalone had been maintained on either a mixture of three commercial diets, or the same mixture treated at 110¬¨‚àûC for two days. No significant difference in mortality occurred between the two diet groups (p>0.05). At 1.025 mg FAN.I\\(^{-1}\\), an LT50 value of 125.3 h was estimated by probit analysis. Oxygen consumption patterns were similar to growth trends (depressed consumption per unit whole weight per unit time in slow growing groups) for nitrite, dissolved oxygen and pH. However, oxygen consumption was elevated at higher ammonia concentrations. In general, tissue histology was a relatively insensitive indicator of growth rate inhibition as structural changes were usually only pronounced at extreme concentrations. Gill structure was affected by exposure to high nitrite and low dissolved oxygen levels, with ciliates occurring between the gill lamellae of abalone exposed to low dissolved oxygen. Kidney tissue exhibited changes from ...","1999","2025-05-21 23:17:15","2025-05-21 23:17:15","","","","","","","","","","","","","","","","","","","","","","","","","","Abalones","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B38EE9PH","thesis","1999","Harris, JO","Chronic effects of adverse water quality on the greenlip abalone, Haliotis laevigata Donovan","","","","","https://doi.org/10.25959/23233613.v1","Bioassays were undertaken to assess the effects of ammonia, nitrite, dissolved oxygen and pH on greenlip abalone, Haliotis laevigata. At the end of each chronic bioassay, oxygen consumption, haemolymph ionic concentration and tissue microstructure were documented, relative to toxicant concentration. EC\\(_5\\) data (concentration causing a 5% growth reduction; whole wet body weight unless stated) indicated that these abalone were very sensitive to elevated levels of ammonia (0.041 mg FAN.I\\(^{-1}\\)), low dissolved oxygen (7.36 mg DO.l\\(^{-1}\\)) and low (7.78) and high (8.77) pH. Most of these variables affected shell growth relative to whole body growth, indicating some independence of nett shell and soft tissue growth rates. Greenlip abalone were also sensitive to nitrite on a growth basis. Modeling of the whole weight data indicated relatively uniform growth depression regardless of concentration in the range 0.56-7.80 mg NO\\(_2\\)-N.I\\(^{-1}\\). The influence of nutritional history on the susceptibility of abalone to ammonia was determined in an acute bioassay. The abalone had been maintained on either a mixture of three commercial diets, or the same mixture treated at 110¬¨‚àûC for two days. No significant difference in mortality occurred between the two diet groups (p>0.05). At 1.025 mg FAN.I\\(^{-1}\\), an LT50 value of 125.3 h was estimated by probit analysis. Oxygen consumption patterns were similar to growth trends (depressed consumption per unit whole weight per unit time in slow growing groups) for nitrite, dissolved oxygen and pH. However, oxygen consumption was elevated at higher ammonia concentrations. In general, tissue histology was a relatively insensitive indicator of growth rate inhibition as structural changes were usually only pronounced at extreme concentrations. Gill structure was affected by exposure to high nitrite and low dissolved oxygen levels, with ciliates occurring between the gill lamellae of abalone exposed to low dissolved oxygen. Kidney tissue exhibited changes from ...","1999","2025-05-21 23:17:15","2025-05-21 23:17:15","","","","","","","","","","","","","","","","","","","","","","","","","","Abalones","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PM5W9K8D","thesis","2009","Tsanigab, Salomon M.","Evaluating Namibian macrophytic algae as dietary source for South African abalone (Haliotis midae)","","","","","http://hdl.handle.net/10019.1/1657","Thesis (Msc Food Sc (Food Science))--University of Stellenbosch, 2009. ; An 84-day study was conducted to find a suitable diet and feeding level for the culture of South African abalone (Haliotis midae) in Namibia. Two experimental diets, namely, a seaweed diet (SWD) Laminaria pallida (macrophytic algae) and a formulated diet (FD) (macro-algae), for use in abalone (Haliotis midae) feed development, were evaluated. The animals used in this study were juveniles (24.33 ± 3.14 mm shell length; 2.72 ± 0.83 g live weight, mean ± SE) and sub-adults (58.07 ± 10.33 mm shell length and 41.96 ± 20.61 g live weight, mean ± SE). The nutrient profile of the SWD and FD displayed no differences in the protein and carbohydrate levels. Crude protein levels ranged from 4.91 to 17.68% (dry matter (DM) basis). The lipid levels in the FD (0.25%) were almost 0.56% lower than that in the SWD (0.76%). The feed conversion ratio (FCR) and protein efficiency ratio (PER) for the sub-adult abalone ranged from 2.80 to 10.90 and 0.10 to 0.40, respectively. The juvenile abalone fed on the FD yielded significantly lower (P < 0.05) FCRs (0.8) and higher PERs (1.20) than their counterparts fed on the SWD. A similar trend was observed for the sub-adult abalone although the differences were not significant (P > 0.05). The relative growth rate (RGR) of juvenile fed on the FD was 25% lower compared to those fed on the SWD, while that of the sub-adult abalone fed on the FD was 29% lower compared to the abalone fed on the SWD. From the daily growth rate (DGR) in terms of daily body weight (DGRBW) calculated after the 84-day period, repeated-measures ANOVA (RANOVA) indicated no interaction between time period and diet. Although slightly lower, the DGRBW for the juvenile abalone fed on the SWD diet (0.033 g/day) did not differ significantly from the DGRBW of abalone fed on the FD (0.079 g/day). In contrast, sub-adult abalone fed on the SWD exhibited significantly higher DGRBW compared to those fed on the FD. Although the abalone fed on the FD was ...","2009","2025-05-21 23:17:15","2025-05-21 23:17:15","","","","","","","","","","","","","Stellenbosch : University of Stellenbosch","","en","","","","","","","","","","","Abalones -- Feeding and feeds -- South Africa; Abalone culture -- South Africa; Algae -- Namibia; Algae as feed; Dissertations -- Food science; Haliotis midae -- Feeding and feeds -- South Africa; Macrophytic algae -- Namibia; Theses -- Food science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCVZF9A3","thesis","2014","Rousseau, Le-daan Rheeder","The effects of dietary lipids and antioxidants on growth performance, meat quality and moisture loss of the South African abalone, Haliotis Midae","","","","","http://hdl.handle.net/10019.1/86753","Thesis (MScAgric)--Stellenbosch University, 2014. ; ENGLISH ABSTRACT: Abalone has become a high valued commodity globally, with South Africa being one of the largest producers. Haliotis midae is the most important aquaculture species produced in South Africa, and is exported to the Eastern markets in a variety of forms, with live export and canned abalone being the two most important products. To meet the high international demand, abalone farmers need to remain competitive by optimizing growth rate, increase water absorption, and minimising the stress and moisture loss experienced by abalone during the live export period. Stress and moisture loss experienced during export can potentially contribute to a decrease in live weight and meat quality, which in turn will result in lower income generated, which will impact negatively on the cost-efficient production of abalone. No literature is available on reducing moisture loss in live abalone during export. Other factors such as diet composition (which can affect the growth rate of abalone), animal health condition (assessed by weight of the abalone per unit shell length), and meat composition and quality, can also affect the cost-efficient production of abalone. The aim of this study was therefore to determine the amount of moisture loss experienced by adult live abalone that have reached an export size, and to formulate a complete balanced diet that will minimize the moisture loss during export. Aspects that were investigated included a) the effect of diet on the growth rate of abalone, b) the effect of diet composition on moisture loss during live export of abalone, c) the effect of diet on the extent of post mortem and post cooking moisture loss, and d) the effect of diet composition on proximate and chemical composition of abalone meat. This study evaluated the effect of ten diets that differed in terms of their Vitamin E, polyunsaturated fatty acid (PUFA), chromium, and green rooibos content, The diets consisted of Control 1 (Abfeed®), Control 2 (NutroScience), ...","2014","2025-05-21 23:17:50","2025-05-21 23:17:50","","","","","","","","","","","","","Stellenbosch : Stellenbosch University","","en_ZA","","","","","","","","","","","UCTD; Abalone -- Chemical composition; Abalone -- Moisture loss; Abalone (Haliotis Midae); Abalone growth rate -- Effect of diet on","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NULMP27","thesis","2024","THES","The impact of thermal treatment on comminution performance of blue mussel (Mytilus edulis) and South African abalone (Haliotis midae) shell waste","","","","","https://scholar.sun.ac.za/handle/10019.1/131799","Thesis (MA)--Stellenbosch University, 2024. ; Low-trophic species like molluscs have been integral to the human diet for centuries and are a promising option for aquaculture. However, industries such as mussel and abalone canning generate significant quantities of waste shells, often discarded into landfills or public water bodies, causing environmental issues like coastal pollution, foul odours, and sanitation challenges. Despite mussel and abalone shells containing up to 98% calcium carbonate—a valuable industrial resource—their extreme toughness, shaped by biomineralization, makes size reduction and valorisation through comminution processes difficult. Efficient recovery of calcium carbonate from these shells could reduce reliance on limestone mining, but existing methods are energy-intensive and under-optimized. This study aims to develop a processing strategy to improve the comminution performance of mussel and abalone shell waste into industrially ready calcium carbonate, reducing environmental impacts and dependence on limestone mining. The shells were roasted in a retort kiln at temperatures ranging from 300 °C to 480 °C and for times between 10 and 45 minutes, followed by ball milling for durations of 15 to 45 minutes. Optimal conditions for mussel shells were found at 400 °C for 25 minutes of roasting and 30 minutes of milling. Compositional analysis confirmed the safety of the material, with mussel and abalone shells containing 98.4% and 98.1% calcium carbonate, respectively. Thermogravimetric analysis revealed that calcium carbonate decomposes into calcium oxide and carbon dioxide beyond 600 °C. Untreated shells could not achieve the target particle size of 0.5 mm for lime applications, with milling achieving a P80 of 2.1 ± 0.3 mm for mussel shells and 4.4 ± 0.5 mm for abalone shells. Roasting pretreatment was essential for altering shell structure, enabling improved comminution performance. The microstructural analysis demonstrated that the presence of aragonitic or calcitic calcium carbonate, along ...","2024","2025-05-21 23:17:50","2025-05-21 23:17:50","","","","","","","","","","","","","Stellenbosch : Stellenbosch University","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R97S55PF","thesis","2005","蔡正偉; Tsai, Jeng-Wei","以生物能量及生理為基礎之觀點探討砷毒性對 吳郭魚之毒理動力/動態及作用模態 ; Bioenergetics- and Physiologically-Based Toxicokinetics/Toxicodynamics and Mode of Action of Arsenic Toxicity to Tilapia Oreochromis mossambicus","","","","","http://ntur.lib.ntu.edu.tw/handle/246246/56068","本論文提出以生理學及生物能量學為基礎之研究架構探討砷在吳郭魚 (Oreochromis mossambicus)之內部影響濃度(internal effect concentration, IEC)所產生之急性與慢性毒之關係，本研究以毒理動力及動態模擬探討吳郭魚對砷之暴露、累積、作用模態(mode of action, MOA)與所引起毒性之關係。本研究之7天生物累積試驗結果顯示吳郭魚主要器官之生物濃縮因子(bioconcentration factor, BCF)皆大於1 (1.04~3.05)，代表該魚種暴露於含砷水域時具有累積砷之潛力。砷對吳郭魚之急性毒以不同暴露時間下外部半數致死濃度(external median lethal concentration, LC50)表示，本研究結果顯示96小時LC50及LC50起始值分別為 28.68 (95% CI: 24.92 ~ 32.44) 及12.04 µg mL-1。 本研究以關鍵體內濃度(critical body residue, CBR)、關鍵濃度曲線面積(critical area under the curve, CAUC)及損害評估模式(damage assessment model, DAM)等三種以毒理機制為基礎的急性毒模式對吳郭魚暴露於砷之急性毒資料，包括LC50及內部半數致死濃度 (internal median lethal concentration, CL,50)之描述及預測能力進行評估，進而依據模式理論推論砷對吳郭魚之毒性作用模態。研究結果顯示砷對吳郭魚之急性毒作用方式可以DAM模式描述如下：當砷進入魚體後與標的器官內之受體進行可逆之結合，當體內累積損害超過門檻值時將導致生理機能失衡進而導致個體之死亡；而吳郭魚對砷毒性之調節可經由受損組織之修復及吸收與排除速率之調節來進行。因此，本研究建議採用DAM模式進行砷對水域生態系之影響評估。 本研究以生理學為基礎之毒理動力(physiologically based toxicokinetic, PBTK) 模式探討砷在各器官之生物累積機制，其後並利用此模式預測在不同暴露濃度下砷在吳郭魚體內之毒理動力行為。本研究並以IEC為基礎之希爾方程模式(Hill equation model)結合DAM模式建立以標的器官濃度為基礎之劑量-反應關係，並進而依此預測死亡率與暴露時間之關係。研究結果顯示，吳郭魚之鰓對砷毒性較 為敏感性可有效作為評估砷毒性之替代器官。 本研究並提出以生物能量學為基礎之架構探討慢性暴露狀態下砷對吳郭魚的成長抑制及作用模態。我們以28天的成長暴露試驗進行水體砷濃度與成長抑制程度關係之量化分析。本研究結合以生物能量學為基礎之個體成長模式及動態能量支出模式(dynamic energy budgets, DEB)探討砷之慢性成長毒性。本研究結果顯示吳郭魚之比生長速率(specific growth rate, SGR)與水體砷濃度成反比，我們的成長試驗結果顯示各暴露濃度下所量測到之SGR值分別為0 µg mL-1時為0.76 % d-1、1 µg mL-1為 0.54 % d-1、2 µg mL-1為0.26 % d-1 及 4 µg mL-1為0.017 % d-1。根據DEB理論，本研究指出在食物來源充足之狀態下，砷對吳郭魚成長抑制之作用模態導因於攝食率降低而導致成長率的下降。因此，本研究所建立之以生物能量學及毒性作用模態為基礎之成長模式可以描繪不同暴露條件下吳郭魚從出生至成熟之成長曲線，研究結果顯示在無污染的狀況下吳郭魚之最大成熟體重為1100.82 g，而當魚體暴露於1 µg mL-1、2 µg mL-1及4 µg mL-1時其所相對應之值分別為924.00 g、421.51 g 及352.13 g。 本論文所建構之以生理學、生物能量學及IEC為基礎之評估架構可成功描述不同暴露條件下砷在吳郭魚體內之毒理動力、毒理動態及毒性作用模態。因此，在生態毒理學的研究過程中加入這些因子的考量不僅將促進我們對化學物質毒性的了解，同時亦有助於我們建立更正確的評估模式以減低生態風險評估過程造成疏失的機會，未來並可應用於環境品質規範的制定以保護日益惡化的養殖生態系統。 ; This dissertation proposes a physiologically and bioenergetics based algorithm to relate acute and chronic metal toxicities to the internal effect concentration (IEC) of arsenic (As) in tilapia Oreochromis mossambicus. The relationships among As exposure, uptake, ...","2005","2025-05-21 23:17:50","2025-05-21 23:17:50","","","","","","","","","","","","","","","en-US ; en_US","","","","","","","","","","","Arsenic; Tilapia; 吳郭魚; 砷; Bioenergetics; Ecotoxicology; Internal effect concentration; Mode of action; Toxicodynamics; Toxicokinetics; 作用模態; 內部有效濃度; 毒理動力; 毒理動態; 生態毒理學; 生物能量","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WWE6SSQ2","thesis","2004","陳柏青; Chen, Bo-Ching","水域生態系中魚介類對金屬傳輸與生物攝取之結構與機制 ; Structure and Mechanism of Fish/Shellfish Involved in Transport and Biouptake of Metals in Aquatic Ecosystems","","","","","http://ntur.lib.ntu.edu.tw/handle/246246/55992","本論文之目的在於發展預測模式，以深入瞭解水域生態系中魚介類對金屬傳輸與生物攝取之結構與機制。全文嘗試建立水域生物體內總濃度、外部/內部效應濃度與不同標的組織濃度曲線之關係。論文之研究重點在於研析金屬之生物攝取及生物有效性之動態行為及毒性的時變性。預期目標為當這些預測模式成市 ; The goal of this dissertation is to develop predictive models to better understand the structure and mechanism of fish/shellfish involved in transport and biouptake of metals in aquatic ecosystems. The overall paradigm is trying to establish a relationship among total, external/ internal effect concentrations and target concentration profiles of metals in aquatic organisms. Emphases of the dissertation are on metal biouptake/ bioavailability dynamics and time-dependent toxicity. When these approaches successfully applied, the inherent hazard potential of heavy metals can be better estimated. We developed a mortality model, by coupling an acute toxicity model and a pharmacodynamic model, to predict survival of abalone (Haliotis diversicolor supertexta) exposed to waterborne zinc (Zn). We developed a mechanistic model based on the pharmacological area-under-curve (AUC) concept associated with a biokinetic rate model to predict relative bioavailable Zn to abalone. A laboratory 14-day exposure experiment was conducted to obtain biokinetic parameters for soft tissue and shell of abalone and their food source, red alga Gracilaria tenuistipitata var. liui. A 7-day acute toxicity test was conducted to obtain LC50(t) and time course of lethal body burden of Zn in abalone. Results of the mortality model demonstrate that 96-h LC50 and incipient LC50 for H. diversicolor supertexta exposed to Zn are 1.1 and 1.05 mg l-1, respectively. Our predictions show that equilibrium lethal body burden at site of action is about 198 µg g-1, whereas the mortalities never reach 50% when H. diversicolor supertexta exposed to Zn is ≤ 1 mg l-1. In addition, the AUC-based model demonstrates that during uptake phase of the exposure experiment, estimated relative bioavailable Zn to soft tissue and shell of abalone were 71.04 ± 9.71% and 68.44 ± 8.29%, respectively. Sensitivity analysis indicates that ...","2004","2025-05-21 23:17:51","2025-05-21 23:17:51","","","","","","","","","","","","","","","en-US ; en_US","","","","","","","","","","","Zinc; Abalone; 九孔; 鋅; Arsenic; Tilapia; 吳郭魚; 砷; Bioavailability; Biouptake; Population dynamics; Toxicity; 族群動態學; 毒性; 生物攝取; 生物有效性","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
