reviewer_initials,study_ID,full_citation,Journal,publication_year,country,international_collaboration,DOI,publication_type,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,COI_disclosed,species,experimental_system,experimental_unit,intervention_name,intervention_category,probiotic,mineral,vitamin ,algal_species,multiple_inclusion_levels,control_diet,outcome_comment,outcome_category,repeated_measures,study_conditions,challenge_category,Notes
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C,Vitamin,,,vitamin C,,Yes,No supplement,"oxygen consumption, ammonia excretion",Metabolic performance,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C,Vitamin,,,vitamin C,,Yes,No supplement,survival,Survival,Yes,Challenge,Thermal challenge,
RP,S002,"Searle, K., Hassan, A. L. I., Turchini, G. M., Clark, T. D., & Francis, D. S. (2025). Investigating effects of dietary protein manipulation and Ulva lactuca supplementation on the postpandrial metabolism and nitrogen excretion of Australian hybrid abalone. Aquaculture, 741785.",Aquaculture,2025,Australia,No,https://doi.org/10.1016/j.aquaculture.2024.741785,Primary literature,No,No,No,No,No,Yes,Yes,COI statement provided - COI disclosed,Haliotis laevigata x Haliotis rubra,Laboratory ,Tank-based,15% Ulva ohnoi meal,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,soft tissue mass,Growth performance parameter,No,Basal,Not applicable,Three different temperatures assessed. Three distinct experiments
RP,S002,"Searle, K., Hassan, A. L. I., Turchini, G. M., Clark, T. D., & Francis, D. S. (2025). Investigating effects of dietary protein manipulation and Ulva lactuca supplementation on the postpandrial metabolism and nitrogen excretion of Australian hybrid abalone. Aquaculture, 741785.",Aquaculture,2025,Australia,No,https://doi.org/10.1016/j.aquaculture.2024.741785,Primary literature,No,No,No,No,No,Yes,Yes,COI statement provided - COI disclosed,Haliotis laevigata x Haliotis rubra,Laboratory ,Tank-based,15% Ulva ohnoi meal,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,"mass specific energy Ingestion, standard metabolic rate, peak oxygen consumption, peak net oxygen consumption, specific dynamic action duration, specific dynamic action magnitude, SDA co-efficient, factorial scope, time(peak), peak M˙ NH₄⁺−N, peak M˙ NH₄⁺−N time, total NH₄⁺−N excreted, O:N ratio @ SDA peak M˙O₂, O:N ratio @ peak M˙ NH₄⁺−N, total O consumption v N excretion O:N ratio, nitrogen Coefficient",Metabolic performance,No,Basal,Not applicable,
RP,S002,"Searle, K., Hassan, A. L. I., Turchini, G. M., Clark, T. D., & Francis, D. S. (2025). Investigating effects of dietary protein manipulation and Ulva lactuca supplementation on the postpandrial metabolism and nitrogen excretion of Australian hybrid abalone. Aquaculture, 741785.",Aquaculture,2025,Australia,No,https://doi.org/10.1016/j.aquaculture.2024.741785,Primary literature,No,No,No,No,No,Yes,Yes,COI statement provided - COI disclosed,Haliotis laevigata x Haliotis rubra,Laboratory ,Tank-based,15% Ulva ohnoi meal,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,survival,Survival,No,Basal,Not applicable,
RP,S002,"Searle, K., Hassan, A. L. I., Turchini, G. M., Clark, T. D., & Francis, D. S. (2025). Investigating effects of dietary protein manipulation and Ulva lactuca supplementation on the postpandrial metabolism and nitrogen excretion of Australian hybrid abalone. Aquaculture, 741785.",Aquaculture,2025,Australia,No,https://doi.org/10.1016/j.aquaculture.2024.741785,Primary literature,No,No,No,No,No,Yes,Yes,COI statement provided - COI disclosed,Haliotis laevigata x Haliotis rubra,Laboratory ,Tank-based,15% Ulva ohnoi meal,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,soft tissue mass,Growth performance parameter,No,Basal,Not applicable,
RP,S002,"Searle, K., Hassan, A. L. I., Turchini, G. M., Clark, T. D., & Francis, D. S. (2025). Investigating effects of dietary protein manipulation and Ulva lactuca supplementation on the postpandrial metabolism and nitrogen excretion of Australian hybrid abalone. Aquaculture, 741785.",Aquaculture,2025,Australia,No,https://doi.org/10.1016/j.aquaculture.2024.741785,Primary literature,No,No,No,No,No,Yes,Yes,COI statement provided - COI disclosed,Haliotis laevigata x Haliotis rubra,Laboratory ,Tank-based,15% Ulva ohnoi meal,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,"mass specific energy Ingestion, standard metabolic rate, peak oxygen consumption, peak net oxygen consumption, specific dynamic action duration, specific dynamic action magnitude, SDA co-efficient, factorial scope, time(peak), peak M˙ NH₄⁺−N, peak M˙ NH₄⁺−N time, total NH₄⁺−N excreted, O:N ratio @ SDA peak M˙O₂, O:N ratio @ peak M˙ NH₄⁺−N, total O consumption v N excretion O:N ratio, nitrogen Coefficient",Metabolic performance,No,Basal,Not applicable,
RP,S002,"Searle, K., Hassan, A. L. I., Turchini, G. M., Clark, T. D., & Francis, D. S. (2025). Investigating effects of dietary protein manipulation and Ulva lactuca supplementation on the postpandrial metabolism and nitrogen excretion of Australian hybrid abalone. Aquaculture, 741785.",Aquaculture,2025,Australia,No,https://doi.org/10.1016/j.aquaculture.2024.741785,Primary literature,No,No,No,No,No,Yes,Yes,COI statement provided - COI disclosed,Haliotis laevigata x Haliotis rubra,Laboratory ,Tank-based,15% Ulva ohnoi meal,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,survival,Survival,No,Basal,Not applicable,
RP,S002,"Searle, K., Hassan, A. L. I., Turchini, G. M., Clark, T. D., & Francis, D. S. (2025). Investigating effects of dietary protein manipulation and Ulva lactuca supplementation on the postpandrial metabolism and nitrogen excretion of Australian hybrid abalone. Aquaculture, 741785.",Aquaculture,2025,Australia,No,https://doi.org/10.1016/j.aquaculture.2024.741785,Primary literature,No,No,No,No,No,Yes,Yes,COI statement provided - COI disclosed,Haliotis laevigata x Haliotis rubra,Laboratory ,Tank-based,15% Ulva ohnoi meal,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,soft tissue mass,Growth performance parameter,No,Basal,Not applicable,
RP,S002,"Searle, K., Hassan, A. L. I., Turchini, G. M., Clark, T. D., & Francis, D. S. (2025). Investigating effects of dietary protein manipulation and Ulva lactuca supplementation on the postpandrial metabolism and nitrogen excretion of Australian hybrid abalone. Aquaculture, 741785.",Aquaculture,2025,Australia,No,https://doi.org/10.1016/j.aquaculture.2024.741785,Primary literature,No,No,No,No,No,Yes,Yes,COI statement provided - COI disclosed,Haliotis laevigata x Haliotis rubra,Laboratory ,Tank-based,15% Ulva ohnoi meal,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,"mass specific energy Ingestion, standard metabolic rate, peak oxygen consumption, peak net oxygen consumption, specific dynamic action duration, specific dynamic action magnitude, SDA co-efficient, factorial scope, time(peak), peak M˙ NH₄⁺−N, peak M˙ NH₄⁺−N time, total NH₄⁺−N excreted, O:N ratio @ SDA peak M˙O₂, O:N ratio @ peak M˙ NH₄⁺−N, total O consumption v N excretion O:N ratio, nitrogen Coefficient",Metabolic performance,No,Basal,Not applicable,
RP,S002,"Searle, K., Hassan, A. L. I., Turchini, G. M., Clark, T. D., & Francis, D. S. (2025). Investigating effects of dietary protein manipulation and Ulva lactuca supplementation on the postpandrial metabolism and nitrogen excretion of Australian hybrid abalone. Aquaculture, 741785.",Aquaculture,2025,Australia,No,https://doi.org/10.1016/j.aquaculture.2024.741785,Primary literature,No,No,No,No,No,Yes,Yes,COI statement provided - COI disclosed,Haliotis laevigata x Haliotis rubra,Laboratory ,Tank-based,15% Ulva ohnoi meal,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,survival,Survival,No,Basal,Not applicable,
RP,S002,"Searle, K., Hassan, A. L. I., Turchini, G. M., Clark, T. D., & Francis, D. S. (2025). Investigating effects of dietary protein manipulation and Ulva lactuca supplementation on the postpandrial metabolism and nitrogen excretion of Australian hybrid abalone. Aquaculture, 741785.",Aquaculture,2025,Australia,No,https://doi.org/10.1016/j.aquaculture.2024.741785,Primary literature,No,No,No,No,No,Yes,Yes,COI statement provided - COI disclosed,Haliotis laevigata x Haliotis rubra,Laboratory ,Tank-based,15% Ulva ohnoi meal,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,survival,Survival,Yes,Challenge,Thermal challenge,
RP,S003,"Chen, H., Fan, W., Zhang, H., Yue, P., Wang, R., Zhang, W., & Mai, K. (2023). Effects of dietary methionine on growth and body composition, indicators of digestion, protein metabolism and immunity, and resistance to heat stress of abalone Haliotis discus hannai. Aquaculture, 563. https://doi.org/10.1016/j.aquaculture.2022.738978",Aquaculture,2023,China,No,oi.org/10.1016/j.aquaculture.2022.738978,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",methionine,Amino acid,,,,,Yes,Reference levels of supplement,"Weight gain, shell length gain",Growth performance parameter,No,Basal,Not applicable,
RP,S003,"Chen, H., Fan, W., Zhang, H., Yue, P., Wang, R., Zhang, W., & Mai, K. (2023). Effects of dietary methionine on growth and body composition, indicators of digestion, protein metabolism and immunity, and resistance to heat stress of abalone Haliotis discus hannai. Aquaculture, 563. https://doi.org/10.1016/j.aquaculture.2022.738978",Aquaculture,2023,China,No,oi.org/10.1016/j.aquaculture.2022.738978,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",methionine,Amino acid,,,,,Yes,Reference levels of supplement,survival,Survival,No,Basal,Not applicable,
RP,S003,"Chen, H., Fan, W., Zhang, H., Yue, P., Wang, R., Zhang, W., & Mai, K. (2023). Effects of dietary methionine on growth and body composition, indicators of digestion, protein metabolism and immunity, and resistance to heat stress of abalone Haliotis discus hannai. Aquaculture, 563. https://doi.org/10.1016/j.aquaculture.2022.738978",Aquaculture,2023,China,No,oi.org/10.1016/j.aquaculture.2022.738978,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",methionine,Amino acid,,,,,Yes,Reference levels of supplement,"Trypsin, lipase, amylase, gamma-GT, Na+K+-ATPase",Digestive enzymes,No,Basal,Not applicable,
RP,S003,"Chen, H., Fan, W., Zhang, H., Yue, P., Wang, R., Zhang, W., & Mai, K. (2023). Effects of dietary methionine on growth and body composition, indicators of digestion, protein metabolism and immunity, and resistance to heat stress of abalone Haliotis discus hannai. Aquaculture, 563. https://doi.org/10.1016/j.aquaculture.2022.738978",Aquaculture,2023,China,No,oi.org/10.1016/j.aquaculture.2022.738978,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",methionine,Amino acid,,,,,Yes,Reference levels of supplement,"Soft body composition, amino acid composition of muscle. ",Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S003,"Chen, H., Fan, W., Zhang, H., Yue, P., Wang, R., Zhang, W., & Mai, K. (2023). Effects of dietary methionine on growth and body composition, indicators of digestion, protein metabolism and immunity, and resistance to heat stress of abalone Haliotis discus hannai. Aquaculture, 563. https://doi.org/10.1016/j.aquaculture.2022.738978",Aquaculture,2023,China,No,oi.org/10.1016/j.aquaculture.2022.738978,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",methionine,Amino acid,,,,,Yes,Reference levels of supplement,"glutamic oxaloacetic transaminase, glutamic pyruvic transaminase. ",Enzyme activity (other),No,Basal,Not applicable,
RP,S003,"Chen, H., Fan, W., Zhang, H., Yue, P., Wang, R., Zhang, W., & Mai, K. (2023). Effects of dietary methionine on growth and body composition, indicators of digestion, protein metabolism and immunity, and resistance to heat stress of abalone Haliotis discus hannai. Aquaculture, 563. https://doi.org/10.1016/j.aquaculture.2022.738978",Aquaculture,2023,China,No,oi.org/10.1016/j.aquaculture.2022.738978,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",methionine,Amino acid,,,,,Yes,Reference levels of supplement,"Total antioxidative capacity, MDA, glutathionine",Antioxidant activity / oxidants,No,Basal,Not applicable,
RP,S003,"Chen, H., Fan, W., Zhang, H., Yue, P., Wang, R., Zhang, W., & Mai, K. (2023). Effects of dietary methionine on growth and body composition, indicators of digestion, protein metabolism and immunity, and resistance to heat stress of abalone Haliotis discus hannai. Aquaculture, 563. https://doi.org/10.1016/j.aquaculture.2022.738978",Aquaculture,2023,China,No,oi.org/10.1016/j.aquaculture.2022.738978,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",methionine,Amino acid,,,,,Yes,Reference levels of supplement,"Acid phosphotase, lysozyme, protein",Innate immunity,No,Basal,Not applicable,
RP,S003,"Chen, H., Fan, W., Zhang, H., Yue, P., Wang, R., Zhang, W., & Mai, K. (2023). Effects of dietary methionine on growth and body composition, indicators of digestion, protein metabolism and immunity, and resistance to heat stress of abalone Haliotis discus hannai. Aquaculture, 563. https://doi.org/10.1016/j.aquaculture.2022.738978",Aquaculture,2023,China,No,oi.org/10.1016/j.aquaculture.2022.738978,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",methionine,Amino acid,,,,,Yes,Reference levels of supplement,,Detachment,No,Challenge,Thermal challenge,
RP,S003,"Chen, H., Fan, W., Zhang, H., Yue, P., Wang, R., Zhang, W., & Mai, K. (2023). Effects of dietary methionine on growth and body composition, indicators of digestion, protein metabolism and immunity, and resistance to heat stress of abalone Haliotis discus hannai. Aquaculture, 563. https://doi.org/10.1016/j.aquaculture.2022.738978",Aquaculture,2023,China,No,oi.org/10.1016/j.aquaculture.2022.738978,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",methionine,Amino acid,,,,,Yes,Reference levels of supplement,"glucose, cortisol",Metabolic performance,No,Challenge,Thermal challenge,
RP,S003,"Chen, H., Fan, W., Zhang, H., Yue, P., Wang, R., Zhang, W., & Mai, K. (2023). Effects of dietary methionine on growth and body composition, indicators of digestion, protein metabolism and immunity, and resistance to heat stress of abalone Haliotis discus hannai. Aquaculture, 563. https://doi.org/10.1016/j.aquaculture.2022.738978",Aquaculture,2023,China,No,oi.org/10.1016/j.aquaculture.2022.738978,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",methionine,Amino acid,,,,,Yes,Reference levels of supplement,,Gene expression,No,Basal,Not applicable,
RP,S003,"Chen, H., Fan, W., Zhang, H., Yue, P., Wang, R., Zhang, W., & Mai, K. (2023). Effects of dietary methionine on growth and body composition, indicators of digestion, protein metabolism and immunity, and resistance to heat stress of abalone Haliotis discus hannai. Aquaculture, 563. https://doi.org/10.1016/j.aquaculture.2022.738978",Aquaculture,2023,China,No,oi.org/10.1016/j.aquaculture.2022.738978,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",methionine,Amino acid,,,,,Yes,Reference levels of supplement,,Gene expression,No,Challenge,Thermal challenge,
